title,url,search_keyword,press,date,content,company,source_type,source_platform,collected_at
"이성파링글대표 ""기업 영어 교육 기준 만들겠다""",https://zdnet.co.kr/view/?no=20260114174936,링글,,2026-01-15T09:56:37+09:00,"""기업 영어 교육의 기준을 만드는 게 목표입니다."" 디지털 기반 종합 영어회화 솔루션 링글이 기업 소비자 간 거래(B2C) 시장을 넘어 기업 간 거래(B2B) 시장에서 저변을 넓힌다. 2024년과 지난해 각각 출시된 인공지능(AI) 튜터와 AI 전화영어는 학습 지속성을 확보하고 확장성을 강화하는 역할을 맡는다. 이를 바탕으로 현재 500개 수준인 기업 고객 수를 2~3년 안에 3천 개로 늘릴 예정이다. 세부적으로는 영어 회화 서비스를 이용하는 데 있어 기업 고객의 불편함을 해소하고, AI 기술을 접목한 서비스로 제품 라인업을 확장해 고객층을 넓히겠는 계획을 세웠다. 서울 역삼동에 위치한 링글 본사에서 이성파 공동대표를 만나 B2B 시장에 진출하게 된 배경과 차별점, B2B 시장에 그리는 청사진에 대한 이야기를 들어봤다. 개인 고객 추천에 시작한 B2B…제품력이 곧 생명 2015년 설립된 링글은 1:1 화상영어를 포함해 다양한 영어 교육 솔루션을 제공하는 에듀테크 기업이다. 회사는 1:1 화상영어, AI 튜터·전화영어, AI 스피킹 테스트를 운영 중이다. 링글은 특정 산업에 치우친 것이 아닌 금융·제조업·온라인 여행 플랫폼(OTA)에 이르기까지 다양한 대기업을 고객 포트폴리오로 보유하고 있다. B2C 사업에서 강점을 보이던 링글이 기업 간 거래(B2B) 시장에 진출한 것은 우연한 계기였다. 바로 링글의 서비스를 사용하던 일반 고객이 재직 중인 회사에 도입하고 싶다는 의사를 밝히면다. 이 대표는 ""B2B 시장은 진입하려면 규모가 있어야 한다. 반대로 고객을 확보하려면 규모가 작아서 (시장에) 들어갈 수 없는 딜레마가 있었다""며 ""그러다 마침 일반 고객 중 한 명이 HR 매니저로 발령을 받으면서 링글을 다니는 회사에 도입하고, 다시 지인에게 소개하면서 사업이 시작됐다""고 설명했다. 이성파 링글 공동대표. (사진=링글) 우연하게 찾아온 기회에 링글은 초창기 상품의 질을 높이는 데만 주력했다. 이 대표는 ""B2B라고 크게 다른 건 아니었다. 비즈니스 미팅을 더 많이 하려고 하지도 않았고, 인바운드 콜(고객이 건 전화를 받아 처리하는 행위)에만 대응했다""면서 ""결국 회사가 교육으로 지원해주는 프로그램에 링글이 들어가길 원했던 것이기 때문에 그저 좋은 제품을 만드는 데만 집중했다""고 말했다. AI 활용 성과 측정·맞춤 전담 관리팀 편성이 고객 확보 열쇠 링글 매출 중 B2B 사업이 차지하는 비중은 35%에 달하며, 기업 수 기준으로는 500여 개의 고객사를 보유하고 있다. 특히나 정확한 성과를 측정하고 싶어 하는 HR 매니저들의 필요에 맞춰 수업을 듣는 수강생의 실력과 성취도를 AI 분석에 기반해 점수화해 보여준 것이 만족도를 끌어올리는 데 주효했다. 9점 척도로 산출된 네 가지 영역별 점수 데이터를 기반으로 이용자의 실력을 정밀하게 파악할 수 있도록 했으며 카이스트, 이화여대 공동연구팀과의 검증으로 AI 평가 시스템의 신뢰도도 확보했다. 점수에 따라 업무 적합도에 이어 토플, 아이엘츠(IELTS)와의 점수 비교도 가능하다. 링글의 1:1 화상 영어 실력 측정 기준. (사진=링글) 고객사 맞춤 전담 관리팀을 편성해 고객사 요구 에 따라 산업·직무별 맞춤 커리큘럼을 개발한 것도 유용했다. 이 대표는 ""예를 들어 특정 기업이 그 기업의 문화를 담고 있는 교재로 임직원들이 공부하면 좋겠다는 의사를 전달하면 다음날 반영된다""며 ""맞춤형인데다 수업, 연습, 평가까지 하나로 연결되는 올인원 서비스라는 것이 링글의 강점""이라고 강조했다. 고객사, 3년 내 3천 개로…AI튜터·전화영어, 맞춤형 영어 교육 앞장 이 대표는 지금의 성장세에 안주하지 않고 ""10년 내 10배 이상 성장하겠다""는 포부를 내걸었다. 이를 수치로 환산하면 고객사 수를 2~3년 내 최소 3천 개로 확대하겠다는 뜻이다. 이 목표에서 신제품인 AI 튜터와 AI 전화영어는 학습을 이어갈 수 있고, 그 범위를 넓히는 역할을 담당하는 주요 축으로 자리매김할 전망이다. 이 대표는 ""고객사 3천 개 확보의 의미는 우리나라 영어 교육의 문제를 해결해주는 업체가 됐다는 반증""이라며 ""링글 제품군이 너무 무거웠다는 점이 지금껏 이를 못했던 이유 중 하나""라고 밝혔다. 그러면서 ""모든 고객층을 겨냥할 수 있는 AI 기술이 들어오면서 국내 영어 교육의 문제점을 해결하는 것을 청사진으로 보고 있다""면서 ""신제품은 고객들이 합리적인 가격에 자신에게 걸맞는 영어 학습을 할 수 있도록 만들어주는 역할""이라고 말했다. 관련기사 콕스웨이브, '에듀탭' 공개…토종 AI 튜터, 교육 시장 판 흔드나 2025.09.23 위버스브레인, ‘맥스AI 스피킹 테스트’ 출시 2025.08.07 AI가 사람처럼 전화한다....링글, 'AI 전화영어' 출시 2025.06.23 링글, 수출바우처 수행기관 4년 연속 선정 2025.05.20 이성파 링글 대표가 ‘HR테크 리더스 데이’에 참석해 발표하고 있다. 링글은 B2B에 힘을 주지만, B2C 시장도 함께 가져가겠다는 의지를 다졌다. 이 대표는 ""B2C 시장에서는 고객들이 좋아하는 것이 무엇인지, 시장 변화 흐름을 더 잘 읽어낼 수 있다. 이들의 반응에 맞춰 서비스에 잘 반영하고 싶다""며 ""고객사들의 걱정을 잘 이해하는 한 해가 됐으면 좋겠고, 기업 영어 교육의 기준을 만드는 것이 최종 목표""라고 부연했다.",Ringle,news,Naver News,2026-01-18 10:03:23
팀과 ‘링글’팀 (=리캐치 제공) B2B 기업의 세일즈 및 마케팅 솔루션을 공급하는 리캐치(대표 김우진)가 실무를... ‘더 플레이북’을 만든 리캐치 팀의 깜짝 산타 방문 이벤트를 접한링글의 송진영 B2B총괄은 “지금은 마케터들에게 가장...,https://www.venturesquare.net/1021533,링글,벤처스퀘어,2025-12-23T08:20:31+09:00,"리캐치, 「더 플레이북」 출간 기념 이벤트 개최 조광현 스타트업 전문 기자 2025년 12월 23일 – B2B 마케팅·세일즈 솔루션 ‘리캐치’, 해외가 아닌 국내서 검증한 방법과 실제 사례 담은 「더 플레이북」출간을 기념해 고객 감사와 시즌을 반영한 유쾌한 이벤트 기획 -오는 1월 23일, 책에 못 담은 노하우와 시행착오 공유…교보타워서 ‘북콘서트’ 개최 ‘B2B 세일즈 마케팅을 위한 산타이벤트’ – 리캐치 팀과 ‘링글’팀 (=리캐치 제공) B2B 기업의 세일즈 및 마케팅 솔루션을 공급하는 리캐치(대표 김우진)가 실무를 바탕으로 시행착오와 경험을 담은 「더 플레이북(The Playbook)」출간을 기념해 ‘찾아가는 산타 이벤트’를 진행한다고 밝혔다. 이번 이벤트는 연말에 가장 바쁜 조직 중 하나인 기업의 마케팅·세일즈팀을 응원하기 위해 기획된 것으로, 「더 플레이북」을 저술한 김한규 세일즈 리드, 황하운 마케팅 리드, 김가은 그로스랩 리드가 직접 산타 모자를 쓰고 주요 고객사를 방문해 간식팩과 신간 도서를 전달하는 방식으로 진행됐다. 누적 4백여 개의 고객을 보유한 리캐치 팀은 리드 확보부터 CRM까지 전방위적인 마케팅·세일즈 솔루션을 공급하며 고객사의 실제적인 매출 성장을 이끌어, 올해 대형 통신사 및 SI기업, 제조기업, 유니콘 스타트업 등 다양한 산업군의 기업들을 고객사로 안정적으로 확보했다. 고객들의 이러한 지속적인 지지와 신뢰에 보답하고, 업계 리더로서 비슷한 고민을 하는 실무자들에게 전문적이고 보편적인 솔루션을 공유하고자 기획된 「더 플레이북」은 출간 즉시 소셜 네트워크에서 많은 지지를 받았으며, 유수의 B2B 업계의 구루들로부터 찬사를 받았다. 우미영 전 어도비 코리아 대표는 “‘더 플레이북’은 단순한 이론서가 아니라, 먼저 수없이 부딪히고 깨져본 이들이 알려주는 시행착오를 통해 실전에서 효과를 입증한 전략과 실행의 기록으로, B2B 마케팅과 세일즈의 생생한 길잡이가 되어줄 것”이라고 밝혔다. ‘더 플레이북’을 만든 리캐치 팀의 깜짝 산타 방문 이벤트를 접한 링글의 송진영 B2B총괄은 “지금은 마케터들에게 가장 바쁜 시즌이기도 한데, 리캐치 팀으로부터 「더 플레이북」과 응원 메시지, 간식 선물을 받으니 바쁜 일정 속에 팀원들과 함께 웃을 수 있는 순간을 가질 수 있었다”며 “2026년에는 리캐치 팀과 함께 ‘숫자’로 증명하는 많은 성과를 더 만들어갈 것”이라고 기대감을 밝혔다. 다가오는 1월 21일에는 강남 교보타워에서 「더 플레이북」 저자 세 명이 책에 미처 담지 못한 실전 세계에서의 B2B 마케팅·세일즈의 ‘날 것’을 풀어내는 북콘서트가 개최될 예정이다. Facebook Twitter LinkedIn Print Like this: Like Loading... Related 마케팅 세일즈 플레이북 ReCatch Holds Event to Celebrate the Publication of ""The Playbook"" – B2B marketing and sales solution 'Recatch', to commemorate the publication of 'The Playbook' containing verified methods and real-life cases in Korea rather than overseas, a fun event reflecting customer appreciation and the season is planned. On January 23rd, a ""Book Concert"" will be held at Kyobo Tower, sharing the know-how and trial and error that couldn't be captured in books. Santa Event for B2B Sales Marketing – ReCatch Team and Ringle Team (provided by ReCatch) ReCatch (CEO Woojin Kim), a company that provides sales and marketing solutions for B2B companies, announced that it will hold a 'Visiting Santa Event' to commemorate the publication of ""The Playbook,"" which contains trial and error and experience based on practical experience. This event was planned to support the marketing and sales teams of companies, which are one of the busiest organizations at the end of the year. Sales Lead Kim Han-gyu, Marketing Lead Hwang Ha-un, and Growth Lab Lead Kim Ga-eun, who wrote “The Playbook,” personally visited major clients wearing Santa hats and delivered snack packs and new books. With over 400 cumulative clients, the ReCatch team provides comprehensive marketing and sales solutions, from lead acquisition to CRM, driving actual sales growth for its clients. This year, the company has steadily secured clients from various industries, including large telecommunications companies, SI companies, manufacturing companies, and unicorn startups. ""The Playbook,"" designed to reward our customers' continued support and trust, and as an industry leader to share professional and universal solutions with practitioners facing similar challenges, received widespread support on social media immediately after its release, and garnered praise from leading B2B industry gurus. Woo Mi-young, former CEO of Adobe Korea, said, “‘The Playbook’ is not just a book of theory, but a record of strategies and execution proven effective in practice through trial and error by those who have encountered and failed countless times. It will serve as a vivid guide to B2B marketing and sales.” Song Jin-young, B2B General Manager of Ringle, who heard about the surprise Santa visit event from the Recatch team that created 'The Playbook', said, ""It is the busiest season for marketers right now, but receiving 'The Playbook', a message of support, and snacks from the Recatch team gave me a moment to laugh with my teammates despite my busy schedule."" He also expressed his expectations, saying, ""In 2026, we will continue to create many more achievements that can be proven with 'numbers' together with the Recatch team."" On January 21st, a book concert will be held at Kyobo Tower in Gangnam, where the three authors of ""The Playbook"" will reveal the ""raw"" truths of B2B marketing and sales in the real world that were not included in the book. リキャッチ、「ザプレイブック」出版記念イベント開催 – B2Bマーケティング・セールスソリューション「リキャッチ」、海外ではなく国内で検証した方法と実際の事例を盛り込んだ「ザ・プレイブック」出版を記念して、顧客感謝とシーズンを反映した愉快なイベント企画 -来る1月23日、本に込めなかったノウハウと試行錯誤共有…京保タワーで「ブックコンサート」を開催 「B2Bセールスマーケティングのためのサンタイベント」 – リキャッチチームと「リング」チーム（=リキャッチ提供） B2B企業のセールスおよびマーケティングソリューションを供給するリキャッチ(代表キム・ウジン)が実務を土台に試行錯誤と経験を込めた「ザプレイブック(The Playbook)」出版を記念して「訪ねて行くサンタイベント」を進行すると明らかにした。 今回のイベントは年末に最も忙しい組織の一つである企業のマーケティング・セールスチームを応援するために企画されたもので、「ザプレイブック」を著したキム・ハンギュセールスリード、ファンハウンマーケティングリード、キム・ガウングロスラップリードが直接サンタ帽子を使って主要顧客社を訪問しておやつパックと新刊。 累積400以上の顧客を保有したリキャッチチームは、リード確保からCRMまで全方位的なマーケティング・セールスソリューションを供給し、顧客企業の実際的な売上成長をリードし、今年大型通信会社およびSI企業、製造企業、ユニコーンスタートアップなど多様な産業群の企業を顧客企業として安定的に確保した。 顧客のこのような持続的な支持と信頼に応え、業界リーダーとして同様の悩みを持つ実務者たちに専門的で普遍的なソリュー",Ringle,news,Naver News,2026-01-18 10:03:23
"'B2B 세일즈 마케팅을 위한 산타 이벤트' - 리캐치 팀과 '링글' 팀(제공=리캐치)  B2B 기업의 세일즈 및 마케팅 솔루션을 공급하는 리캐치(대표 김우진)가...링글송진영 B2B총괄은 ""지금은 마케터들에게 가장 바쁜 시즌이기도 한데, 리캐치 팀으로부터 더 플레이북과 응원 메시지, 간식 선물을 받으니 바쁜...",https://www.datanet.co.kr/news/articleView.html?idxno=207988,링글,데이터넷,2025-12-23T12:41:06+09:00,"실무 바탕으로 시행착오와 경험 담은 ‘더 플레이북’ 출간 기념 내년 1월 교보타워서 ‘북콘서트’ 개최 ‘B2B 세일즈 마케팅을 위한 산타 이벤트’ - 리캐치 팀과 ‘링글’ 팀(제공=리캐치) [데이터넷] B2B 기업의 세일즈 및 마케팅 솔루션을 공급하는 리캐치(대표 김우진)가 실무를 바탕으로 시행착오와 경험을 담은 ‘더 플레이북(The Playbook)’ 출간을 기념해 ‘찾아가는 산타 이벤트’를 진행한다고 밝혔다. 이번 이벤트는 연말에 가장 바쁜 조직 중 하나인 기업의 마케팅·세일즈팀을 응원하기 위해 기획된 것으로, 더 플레이북을 저술한 김한규 세일즈 리드, 황하운 마케팅 리드, 김가은 그로스랩 리드가 직접 산타 모자를 쓰고 주요 고객사를 방문해 간식팩과 신간 도서를 전달하는 방식으로 진행됐다. 리캐치는 리드 확보부터 CRM까지 전방위적인 마케팅·세일즈 솔루션을 공급하며 고객사의 실제적인 매출 성장을 이끌며 통신사 및 SI, 제조, 스타트업 등 다양한 산업군의 기업들을 고객사로 안정적으로 확보했다. 고객들의 지지와 신뢰에 보답하고, 업계 리더로서 비슷한 고민을 하는 실무자들에게 전문적이고 보편적인 솔루션을 공유하고자 기획된 더 플레이북은 유수의 B2B 업계의 구루들로부터 찬사를 받았다. 우미영 전 어도비코리아 대표는 “‘더 플레이북’은 단순한 이론서가 아니라 먼저 수없이 부딪히고 깨져본 이들이 알려주는 시행착오를 통해 실전에서 효과를 입증한 전략과 실행의 기록으로, B2B 마케팅과 세일즈의 생생한 길잡이가 될 것”이라고 밝혔다. 링글 송진영 B2B총괄은 “지금은 마케터들에게 가장 바쁜 시즌이기도 한데, 리캐치 팀으로부터 더 플레이북과 응원 메시지, 간식 선물을 받으니 바쁜 일정 속에 팀원들과 함께 웃을 수 있었다”며 “2026년에는 리캐치 팀과 함께 ‘숫자’로 증명하는 많은 성과를 더 만들어갈 것”이라고 말했다. 한편 내년 1월 21일에는 강남 교보타워에서 더 플레이북 저자 세 명이 책에 미처 담지 못한 실전 세계에서의 B2B 마케팅·세일즈의 ‘날 것’을 풀어내는 북콘서트가 개최될 예정이다. 저작권자 © 데이터넷 무단전재 및 재배포 금지 강석오 기자 다른기사 보기 페이스북 트위터 카카오스토리 URL복사 기사공유하기",Ringle,news,Naver News,2026-01-18 10:03:23
"그리팅,링글과 '공동 웨비나' 진행… 핵심 인재 채용 전략 공개",https://www.newsquest.co.kr/news/articleView.html?idxno=250604,링글,뉴스퀘스트,2025-08-14T10:00:00+09:00,기자명 김동호 기자 입력 2025.08.14 10:00 댓글 0,Ringle,news,Naver News,2026-01-18 10:03:23
"그리팅,링글과 16일 공동 웨비나 개최",https://www.businesskorea.co.kr/news/articleView.html?idxno=249476,링글,Businesskorea,2025-08-13T15:27:15+09:00,기자명 자스민 최 입력 2025.08.13 15:27 댓글 0,Ringle,news,Naver News,2026-01-18 10:03:23
"링글, 'AI 전화영어' 서비스 출시…""실제처럼 걸려오는 영어 전화""",https://platum.kr/archives/263983,링글,스타트업 생태계의 모든 것 \'플래텀(Platum)\',2025-06-23T09:57:07+09:00,"디지털 기반 종합 영어 솔루션 링글이 새로운 AI 기반 영어 학습 서비스인 ‘AI 전화영어’를 출시했다. 링글이 이번에 선보인 AI 전화영어는 사용자가 원하는 요일과 시간에 맞춰 AI 튜터에게서 실제 통화처럼 전화가 걸려와 영어로 대화할 수 있는 서비스다. 기존 링글의 ‘AI 스피킹’에서 제공하던 표현 학습, 롤플레잉, 교재 기반 토론 기능에 더해, 사용자가 원하는 시간에 AI와 실전형 대화를 나눌 수 있도록 진화된 형태다. 영국·인도·싱가포르 등 다양한 억양 지원, 맞춤형 경험 제공 링글 AI 전화영어에서는 단순한 음성 통화 이상의 맞춤형 경험이 가능하다. 사용자는 통화 일정뿐만 아니라 AI 튜터의 영어 억양(미국, 영국, 인도, 호주, 싱가포르)과 성별, 말하는 속도와 대화 난이도를 선택할 수 있어, 다양한 영어 환경에서의 대화 연습이 가능하다. 통화 중에는 휴대폰 화면에 AI 튜터의 질문이 영어와 한국어로 표시되어 학습자가 대화를 따라가기 쉽고, 통화 종료 후에는 대화 스크립트와 발화한 단어 수를 즉시 확인할 수 있다. AI 분석 기능으로 문법·발음·유창성 등 구체적 피드백 ‘AI 분석’ 기능을 이용하면 문장 복잡성, 문법 정확성, 유창성, 발음 네 분야별 점수와 함께 문장별 문법 오류 분석, 발음 및 문장 구조 개선 제안 등 구체적인 진단과 발전 방향을 제시받을 수 있다. 이전 대화 기억하는 고도화된 학습 경험 링글 AI 전화영어는 예약된 시간 외에도 언제든 대화를 시작할 수 있으며, 사용자와 이전에 했던 대화 내용을 기억해 다음 대화에서 다시 언급하는 기능도 갖추고 있다. 이는 마치 실제 튜터와의 지속적인 수업처럼 자연스러운 연속 학습을 가능하게 하며, 반복성과 일관성을 갖춘 영어 학습을 원하는 사용자들에게 큰 도움이 될 것으로 기대된다. 이승훈 링글 공동대표는 “링글 AI 전화영어는 기존 전화영어의 장점은 그대로 유지하면서, 언제 어디서든 대화할 수 있는 편의성과 AI 기반의 맞춤 피드백까지 제공하는 차세대 영어 학습 도구”라며 “앞으로도 AI 기술을 통해 학습자가 주도적이고 효과적으로 영어를 연습할 수 있도록 다양한 기능을 확장해 나갈 것”이라고 말했다. 3분기 ‘리그’ 기능·그룹 요금제 출시 예정 링글은 3분기 내, 사용자 간 학습량을 비교하며 경쟁할 수 있는 ‘리그’ 기능과 여러 사용자가 함께 이용할 수 있는 그룹 요금제를 새롭게 선보이며 서비스 고도화를 이어갈 예정이다. AI AI 전화영어 링글 영어교육 Platum 새롭게 등장하고 변화하는 스타트업 비즈니스의 현장을 생생하게 전달합니다. 댓글 댓글 남기기 댓글 이름 이메일 다음 번 댓글 작성을 위해 이 브라우저에 이름, 이메일, 그리고 웹사이트를 저장합니다.",Ringle,news,Naver News,2026-01-18 10:03:23
"AI가 사람처럼 전화한다....링글, 'AI 전화영어' 출시",https://zdnet.co.kr/view/?no=20250623155035,링글,,2025-06-23T15:50:35+09:00,"디지털 기반 종합 영어 솔루션 링글이 새로운 AI 기반 영어 학습 서비스인 'AI 전화영어'를 출시했다고 23일 밝혔다. 링글이 이번에 선보인 AI 전화영어는 사용자가 원하는 요일과 시간에 맞춰 AI 튜터에게서 실제 통화처럼 전화가 걸려와 영어로 대화할 수 있는 서비스다. 기존 링글의 'AI 스피킹'에서 제공하던 표현 학습, 롤플레잉, 교재 기반 토론 기능에 더해, 사용자가 원하는 시간에 AI와 실전형 대화를 나눌 수 있도록 진화된 형태다. 링글 AI 전화영어에서는 단순한 음성 통화 이상의 맞춤형 경험이 가능하다. 사용자는 통화 일정뿐만 아니라 AI 튜터의 영어 억양(미국·영국·인도·호주·싱가포르)과 성별, 말하는 속도와 대화 난이도를 선택할 수 있어, 다양한 영어 환경에서의 대화 연습이 가능하다. 링글, AI 전화영어 서비스 출시 통화 중에는 휴대폰 화면에 AI 튜터의 질문이 영어와 한국어로 표시되어 학습자가 대화를 따라가기 쉽고, 통화 종료 후에는 대화 스크립트와 발화한 단어 수를 즉시 확인할 수 있다. 'AI 분석' 기능을 이용하면 문장 복잡성, 문법 정확성, 유창성, 발음 네 분야별 점수와 함께 문장별 문법 오류 분석, 발음 및 문장 구조 개선 제안 등 구체적인 진단과 발전 방향을 제시받을 수 있다. 링글 AI 전화영어는 예약된 시간 외에도 언제든 대화를 시작할 수 있으며, 사용자와 이전에 했던 대화 내용를 기억해 다음 대화에서 다시 언급하는 기능도 갖추고 있다. 이는 마치 실제 튜터와의 지속적인 수업처럼 자연스러운 연속 학습을 가능하게 하며, 반복성과 일관성을 갖춘 영어 학습을 원하는 사용자들에게 큰 도움이 될 것으로 기대된다. 관련기사 내 포용력은 몇 점?...""AI 편향에 맞서는 3분 테스트 해보세요"" 2025.06.20 사람들이 편향된 이유...""질문이 문제였다"" 2025.06.10 ""내가 보는 뉴스·유튜브가 가장 정확해""...정말 그럴까? 2025.06.09 MBTI처럼 내 '정치·젠더·종교·세대' 성향은 어떨까? 2025.06.08 이승훈 링글 공동대표는 ""링글 AI 전화영어는 기존 전화영어의 장점은 그대로 유지하면서, 언제 어디서든 대화할 수 있는 편의성과 AI 기반의 맞춤 피드백까지 제공하는 차세대 영어 학습 도구""라며 ""앞으로도 AI 기술을 통해 학습자가 주도적이고 효과적으로 영어를 연습할 수 있도록 다양한 기능을 확장해 나갈 것""이라고 밝혔다. 링글은 3분기 내, 사용자 간 학습량을 비교하며 경쟁할 수 있는 '리그' 기능과 여러 사용자가 함께 이용할 수 있는 그룹 요금제를 새롭게 선보이며 서비스 고도화를 이어갈 예정이다.",Ringle,news,Naver News,2026-01-18 10:03:23
"실제처럼 걸려오는 영어 전화…링글, 'AI 전화영어' 서비스 출시",http://www.m-i.kr/news/articleView.html?idxno=1252247,링글,매일일보,2025-06-23T15:07:40+09:00,"영국·인도·싱가포르 등 다양한 억양 지원 링글은 새로운 AI 기반 영어 학습 서비스 ‘AI 전화영어’를 출시했다. 사진=링글 제공 매일일보 = 김혜나 기자 | 링글은 새로운 AI 기반 영어 학습 서비스 ‘AI 전화영어’를 출시했다고 13일 밝혔다. AI 전화영어는 사용자가 원하는 요일과 시간에 맞춰 AI 튜터에게서 실제 통화처럼 전화가 걸려와 영어로 대화할 수 있는 서비스다. 기존 링글의 ‘AI 스피킹’에서 제공하던 표현 학습, 롤플레잉, 교재 기반 토론 기능에 더해, 사용자가 원하는 시간에 AI와 실전형 대화를 나눌 수 있도록 진화된 형태다. 링글 AI 전화영어에서는 단순한 음성 통화 이상의 맞춤형 경험이 가능하다. 사용자는 통화 일정뿐만 아니라 AI 튜터의 영어 억양(미국, 영국, 인도, 호주, 싱가포르)과 성별, 말하는 속도와 대화 난이도를 선택할 수 있어, 다양한 영어 환경에서의 대화 연습이 가능하다. 통화 중에는 휴대폰 화면에 AI 튜터의 질문이 영어와 한국어로 표시돼 학습자가 대화를 따라가기 쉽고, 통화 종료 후에는 대화 스크립트와 발화한 단어 수를 즉시 확인할 수 있다. ‘AI 분석’ 기능을 이용하면 문장 복잡성, 문법 정확성, 유창성, 발음 네 분야별 점수와 함께 문장별 문법 오류 분석, 발음 및 문장 구조 개선 제안 등 구체적인 진단과 발전 방향을 제시받을 수 있다. 링글 AI 전화영어는 예약된 시간 외에도 언제든 대화를 시작할 수 있으며, 사용자와 이전에 했던 대화 내용을 기억해 다음 대화에서 다시 언급하는 기능도 갖췄다. 이는 마치 실제 튜터와의 지속적인 수업처럼 자연스러운 연속 학습을 가능하게 하며, 반복성과 일관성을 갖춘 영어 학습을 원하는 사용자들에게 큰 도움이 될 것으로 기대된다. 이승훈 링글 공동대표는 “링글 AI 전화영어는 기존 전화영어의 장점은 그대로 유지하면서, 언제 어디서든 대화할 수 있는 편의성과 AI 기반의 맞춤 피드백까지 제공하는 차세대 영어 학습 도구”라며 “앞으로도 AI 기술을 통해 학습자가 주도적이고 효과적으로 영어를 연습할 수 있도록 다양한 기능을 확장해 나갈 것”이라고 말했다. 링글은 3분기 내, 사용자 간 학습량을 비교하며 경쟁할 수 있는 ‘리그’ 기능과 여러 사용자가 함께 이용할 수 있는 그룹 요금제를 새롭게 선보이며 서비스 고도화를 이어갈 예정이다. 저작권자 © 매일일보 무단전재 및 재배포 금지 트윗하기 김혜나 기자 hnkim@m-i.kr 다른기사 보기 페이스북 트위터 카카오스토리 기사공유하기",Ringle,news,Naver News,2026-01-18 10:03:23
"실제처럼 걸려오는 영어 전화…링글, ‘AI 전화영어’ 서비스 출시",http://www.fnnews.com/news/202506231038358556,링글,파이낸셜뉴스,2025-06-23T10:39:42+0900,,Ringle,news,Naver News,2026-01-18 10:03:23
"링글, 'AI 전화영어' 서비스 출시",https://www.datanet.co.kr/news/articleView.html?idxno=203043,링글,데이터넷,2025-06-23T10:10:47+09:00,"영국·인도·싱가포르 등 다양한 억양 지원 AI가 이전 대화 기억하는 고도화된 학습 경험 제공 [데이터넷] 디지털 기반 종합 영어 솔루션 링글이 새로운 AI 기반 영어 학습 서비스인 ‘AI 전화영어’를 출시했다고 밝혔다. 링글 AI 전화영어는 사용자가 원하는 요일과 시간에 맞춰 AI 튜터에게서 실제 통화처럼 전화가 걸려와 영어로 대화할 수 있는 서비스다. 기존 링글의 ‘AI 스피킹’에서 제공하던 표현 학습, 롤플레잉, 교재 기반 토론 기능에 더해, 사용자가 원하는 시간에 AI와 실전형 대화를 나눌 수 있도록 진화된 형태다. 링글 AI 전화영어에서는 단순한 음성 통화 이상의 맞춤형 경험이 가능하다. 사용자는 통화 일정뿐만 아니라 AI 튜터의 영어 억양(미국, 영국, 인도, 호주, 싱가포르)과 성별, 말하는 속도와 대화 난이도를 선택할 수 있어 다양한 영어 환경에서의 대화 연습이 가능하다. 통화 중에는 휴대폰 화면에 AI 튜터의 질문이 영어와 한국어로 표시돼 학습자가 대화를 따라가기 쉽고, 통화 종료 후에는 대화 스크립트와 발화한 단어 수를 즉시 확인할 수 있다. ‘AI 분석’ 기능을 이용하면 문장 복잡성, 문법 정확성, 유창성, 발음 네 분야별 점수와 함께 문장별 문법 오류 분석, 발음 및 문장 구조 개선 제안 등 구체적인 진단과 발전 방향을 제시받을 수 있다. 링글 AI 전화영어는 예약된 시간 외에도 언제든 대화를 시작할 수 있으며, 사용자와 이전에 했던 대화 내용를 기억해 다음 대화에서 다시 언급하는 기능도 갖추고 있다. 이는 마치 실제 튜터와의 지속적인 수업처럼 자연스러운 연속 학습을 가능하게 하며, 반복성과 일관성을 갖춘 영어 학습을 원하는 사용자들에게 큰 도움이 될 것으로 기대된다. 링글 이승훈 공동대표는 “링글 AI 전화영어는 기존 전화영어의 장점은 그대로 유지하면서 언제 어디서든 대화할 수 있는 편의성과 AI 기반의 맞춤 피드백까지 제공하는 차세대 영어 학습 도구”라며 “앞으로도 AI 기술을 통해 학습자가 주도적이고 효과적으로 영어를 연습할 수 있도록 다양한 기능을 확장해 나갈 것”이라고 밝혔다. 한편 링글은 3분기 내, 사용자 간 학습량을 비교하며 경쟁할 수 있는 '리그' 기능과 여러 사용자가 함께 이용할 수 있는 그룹 요금제를 새롭게 선보이며 서비스 고도화를 이어갈 예정이다. 저작권자 © 데이터넷 무단전재 및 재배포 금지 강석오 기자 다른기사 보기 페이스북 트위터 카카오스토리 URL복사 기사공유하기",Ringle,news,Naver News,2026-01-18 10:03:23
