data_id,company,source_type,source_platform,search_keyword,title,text,rating,author,date,url,collected_at
1,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=dfCPUvSTdwI,2026-01-18T14:06:48.855663
2,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=aAhzuDN5zYM,2026-01-18T14:06:48.855673
3,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=KuUAGf2lvIU,2026-01-18T14:06:48.855674
4,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=XPeQDv9KVgA,2026-01-18T14:06:48.855675
5,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=u0GLvFmWTaw,2026-01-18T14:06:48.855676
6,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=yppqPkuIGys,2026-01-18T14:06:48.855677
7,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=kZ2Q75e34Wk,2026-01-18T14:06:48.855678
8,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=sFSeRnWW_eg,2026-01-18T14:06:48.855684
9,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=algemAA7SH0,2026-01-18T14:06:48.855685
10,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=UWHgeXOanOo,2026-01-18T14:06:48.855687
11,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=79B-pHIgeJg,2026-01-18T14:06:48.855688
12,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=eatMNFRJzVQ,2026-01-18T14:06:48.855689
13,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=vsaeBB90_zQ,2026-01-18T14:06:48.855690
14,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=vfA8bt_mddM,2026-01-18T14:06:48.855690
15,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=bYFsMSM4FXA,2026-01-18T14:06:48.855691
16,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=zJ4V4jJJJPU,2026-01-18T14:06:48.855692
17,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=HDfUA-dalNk,2026-01-18T14:06:48.855693
18,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=-yEui2LKZIU,2026-01-18T14:06:48.855694
19,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=-_4hRWCB_XQ,2026-01-18T14:06:48.855695
20,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=_InZ4ATh6Bc,2026-01-18T14:06:48.855696
21,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=eOfacR6_mC8,2026-01-18T14:06:48.855697
22,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=UjegWkPjjNM,2026-01-18T14:06:48.855698
23,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=T1VpwDUKk-U,2026-01-18T14:06:48.855699
24,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=gOLBFROxRTA,2026-01-18T14:06:48.855700
25,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=9bEJL3y19-g,2026-01-18T14:06:48.855701
26,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=EE7sianronM,2026-01-18T14:06:48.855702
27,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=y1HfUD4-_y0,2026-01-18T14:06:48.855703
28,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=1lb79mlh2rY,2026-01-18T14:06:48.855704
29,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=hT7TyVjuAyw,2026-01-18T14:06:48.855705
30,hackers,sns,youtube,해커스토익,,,,,,https://www.youtube.com/watch?v=-v-21ciT1XA,2026-01-18T14:06:48.855706
31,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=5XE4WthjDPI,2026-01-18T14:06:51.900042
32,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=oD0OwDSvkvQ,2026-01-18T14:06:51.900053
33,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=586EIBGX4Pk,2026-01-18T14:06:51.900055
34,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=7s8FWlPJsC8,2026-01-18T14:06:51.900056
35,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=qV5-IYaUKJQ,2026-01-18T14:06:51.900058
36,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=0YJ0EZFNXvE,2026-01-18T14:06:51.900059
37,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=R5hVndv5O6g,2026-01-18T14:06:51.900060
38,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=Y3ZvUfcJQn0,2026-01-18T14:06:51.900061
39,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=KYTPPx1CPGc,2026-01-18T14:06:51.900062
40,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=NfDSrFaa05o,2026-01-18T14:06:51.900063
41,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=1dxqQNlW5FU,2026-01-18T14:06:51.900064
42,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=aeVOSxysXNc,2026-01-18T14:06:51.900065
43,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=quiy472znXc,2026-01-18T14:06:51.900066
44,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=3Z-zpCyDckg,2026-01-18T14:06:51.900066
45,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=0yDUAhCgWQ8,2026-01-18T14:06:51.900067
46,hackers,sns,youtube,파고다토익,,,,,,https://www.youtube.com/watch?v=xR_-q2HP25k,2026-01-18T14:06:51.900068
