title,url,platform,company,source_type,collected_at,text
“투자 결정까지 단 일주일” AI 심사역 도입한 더벤처스의 글로벌 승부수,http://v.daum.net/v/20260113143308151,daum_news,santa,news,2026-01-18T15:32:33.206689,"이 기사는 2026년01월13일 13시30분에 마켓인 프리미엄 콘텐츠로 선공개 되었습니다.
[이데일리 마켓in 김연서 기자] 벤처캐피탈(VC) 업계에서 투자 검토는 통상 한 달 이상 걸린다. 발표 자료를 준비해 수 차례 미팅을 거치는 방식도 여전히 일반적이다. 초기 스타트업 전문 투자사 더벤처스는 이 관행을 인공지능(AI)으로 뒤집었다. AI 심사역을 도입해 투자 검토 기간을 ‘한달에서 일주일’로 줄였고, 창업자와의 미팅은 발표 없이 20분 Q&A로 끝낸다.
김철우 더벤처스 대표는 “AI는 목적이 아니라 효율을 위한 수단”이라며 “VC 역시 충분히 더 빠르고 효율적으로 일할 수 있다”고 말했다.
김철우 더벤처스 대표. (사진=더벤처스)
더벤처스는 창업자 출신 파트너들이 후배 창업자에 투자하는 글로벌 초기 스타트업 투자사다. 대표를 포함한 임원진 다수가 직접 창업과 엑시트 경험을 갖고 있다. 투자 판단과 지원 방식 전반을 ‘창업자 편’에 맞춰 설계한 것이 특징이다. 더벤처스는 한국을 중심으로 베트남, 싱가포르, 미국 등지에 분산돼 글로벌 투자를 병행하고 있다.
AI 심사역이 바꾼 VC의 일하는 방식
더벤처스의 AI 심사역은 단순한 보조 도구가 아니다. 인하우스로 직접 개발했다. 뱅크샐러드 출신 CTO(최고기술책임자)가 합류해 시스템 구축을 주도했고, AI 도입에 앞서 내부 데이터의 온라인화와 대시보드 정비 작업을 장기간 진행했다. 투자 검토 기록과 투자위원회 논의까지 시스템에 축적했다.
프로세스는 단순하다. 스타트업이 정보를 남기면 AI가 시장과 경쟁 현황, 확인해야 할 포인트를 정리한다. 심사역은 이를 바탕으로 미팅에서 필요한 질문만 던진다. 발표는 없다. 대부분 20분이면 충분하다.
김 대표는 “VC는 구조적으로 중고거래 플랫폼과 같은 멀티사이드 중개자”라며 “중고거래는 효율과 속도를 극적으로 개선해왔지만 VC는 50년간 같은 방식에 머물러 있었다”고 말했다. 이어 “AI를 활용해 효율적으로 일하는 하우스와 그렇지 않은 곳의 투자 성과는 앞으로 극단적으로 갈릴 수밖에 없다”고 했다.
AI 심사역은 투자 속도뿐 아니라 창업자 경험(UX)도 바꿨다. 김 대표는 “20분 대화로 투자 판단이 가능하다는 점에 놀라는 창업자들이 많다”며 “더벤처스에 투자 검토를 요청하지 않을 이유가 없게 만드는 것이 목표”라고 말했다.
‘소비재 VC’가 아닌 ‘글로벌 얼리 스테이지’
더벤처스는 주목해야할 투자 키워드로 ‘글로벌’을 꼽는다. 출범이래 지금까지 총 12개국 스타트업에 투자했다. 미국과 캐나다를 포함해 싱가포르·베트남 등 동남아, 뉴질랜드, 방글라데시와 파키스탄까지 투자 범위를 넓혔다.
한국 스타트업이든 해외 스타트업이든 기준은 같다. 글로벌 시장을 전제로 설계된 팀인지다. 김 대표는 “지금도 가장 중요한 키워드는 글로벌”이라며 “글로벌을 지향하는 스타트업에 더 집중하고 있다”고 말했다.
지난해 10월 글로벌 K소비재 펀드 조성 이후 더벤처스를 소비재 전문 VC로 보는 시선도 있다. 김 대표는 이에 대해 “소비재가 중요한 게 아니라 글로벌이 더 중요하다”고 선을 그었다. 한국 스타트업이 글로벌 경쟁력을 갖기 쉬운 분야가 소비재였을 뿐이라는 설명이다.
그는 “한국 서비스와 제품의 완성도는 이미 글로벌 상위권”이라며 “차이는 한국 시장에만 머무르느냐, 동남아와 북미 전체를 겨냥하느냐에 있다”고 말했다. 실제로 번개장터 등 국내 서비스의 완성도가 해외 유사 서비스보다 높다는 점을 여러 차례 경험했다는 것이다.
김철우 더벤처스 대표. (사진=더벤처스)
“사업은 10년”…집요함에서 창업자를 본다
AI로 투자 효율을 높였지만, 최종 판단의 중심에는 여전히 사람이 있다. 더벤처스가 창업자를 볼 때 가장 중요하게 보는 기준은 ‘집요함’과 ‘10년을 버틸 동기’다.
김 대표는 “스타트업이 일정 수준까지 성장하는 데는 10년이 걸린다”며 “유행을 따라 시작한 사업으로는 그 시간을 버티기 어렵다”고 말했다. 투자 검토 과정에서 과거에 무엇에 집요하게 매달렸는지, 왜 그랬는지를 묻는 이유다.
대표적인 사례가 스타트업 ‘리피드’다. 리피드는 폐식용유(Used Cooking Oil)의 디지털 수거·관리 기술을 기반으로 지속가능항공유(SAF) 원료 공급망을 혁신하는 기후테크 스타트업이다.
한국 출신 창업자들이 베트남으로 건너가 직접 식당을 돌며 폐식용유 수거부터 시작했다. 학벌이나 과거 경력이 이 분야와 맞닿아 있던 것도 아니었다. 김 대표는 “신념 하나로 베트남에 들어가 직접 수거한 그 집요함이 결국 경쟁력이 됐다”고 평가했다. 더벤처스는 2022년 10월 첫 투자 이후 후속 투자를 이어가며 적극적으로 리피드를 지원하고 있다.
뤼이드(산타토익) 이후 재창업에 나선 창업자에게 다시 투자한 사례도 같은 맥락이다. 김 대표는 “평가가 엇갈릴 수는 있지만, 비저너리 창업자는 많지 않다”며 “다시 도전할 수 있는 창업자에게 의미를 둔다”고 말했다.
“지금은 글로벌 도전에 가장 좋은 시기”
김 대표는 지금이 한국 창업자들에게 글로벌 도전에 가장 좋은 시기라고 강조했다. 김 대표가 사업을 처음 시작한 2007년 당시와 비교하면 환경이 완전히 달라졌다는 이유에서다. 그는 “과거에는 한국에서 시작하면 100미터 뒤에서 출발하는 느낌이었다면 지금은 동등하거나 오히려 유리한 환경”이라고 말했다.
콘텐츠와 기술, 제조 역량 전반에서 한국 기업에 대한 글로벌 인식이 높아졌고 초기부터 해외 시장을 전제로 한 사업 설계도 훨씬 수월해졌다는 설명이다. 김 대표는 “예전에는 한국에서 뭘 해도 ‘왜 한국이냐’는 질문부터 받았지만 지금은 한국 출신이라는 점 자체가 하나의 경쟁력이 되는 경우가 많다”고 말했다.
그러면서 “글로벌 시장을 꿈꾸는 창업자라면 더벤처스가 가장 먼저 떠오르는 투자사가 되고 싶다”며 “초기부터 글로벌을 전제로 사업을 설계하고 실행해온 경험을 바탕으로, 창업자들이 도전에만 집중할 수 있도록 돕고 싶다”고 덧붙였다.
김연서 (yonso@edaily.co.kr)"
"'산타 토익' 만든 뤼이드, 소크라AI로 사명 변경",http://v.daum.net/v/20250930164711428,daum_news,santa,news,2026-01-18T15:32:33.206689,"교육 서비스에 정보기술(IT)을 접목한 에듀테크 분야의 신생기업(스타트업) 뤼이드는 30일 사명을 소크라AI로 변경한다고 밝혔다. 그리스 철학자 소크라테스의 문답법처럼 질문과 대화를 통해 학습자가 스스로 답을 찾도록 돕는 인공지능(AI) 서비스라는 의미를 새로운 사명에 담았다.
뤼이드의 AI 영어교육 서비스 '산타토익' 앱. 뤼이드 제공
사명 변경에 맞춰 이 업체는 신규 서비스 '소크라AI'의 시험 서비스를 12월에 시작할 예정이다. '소크라AI'는 학습자가 스스로 사고하도록 유도하는 교육용 AI서비스다.
2014년 설립된 이 업체는 '산타 토익'이라는 영어 학습 서비스로 유명하다. 이를 토대로 손정의 회장이 이끄는 소프트뱅크의 비전 펀드에서 2,000억 원을 투자 받았다. 지난해 언어 교육 서비스 '리얼클래스'를 만든 퀄슨과 합병했으며, 내년 1월 토플의 전면 개정에 맞춰 '산타 토플' 서비스도 새로 선보였다. 박수영 소크라AI 대표는 ""똑똑한 AI를 넘어 사람을 성장시키는 AI가 필요한 시대에 맞춰 모든 학습자가 각자의 AI 소크라테스를 갖는 시대를 열겠다""고 강조했다.
최연진 IT전문기자 wolfpack@hankookilbo.com"
"[에듀플러스]“AI 시대 '새 이름' 외쳤지만…뤼이드·클래스팅, 시장 반응 '싸늘'”",http://v.daum.net/v/20251104140254828,daum_news,santa,news,2026-01-18T15:32:33.206689,"(사진=클립아트코리아)
에듀테크 업계의 '리브랜딩 붐'이 거세지만, 이름을 바꾼 기업들 대부분은 여전히 제자리걸음이다. 대대적인 홍보와 포부와 달리, 정작 제품과 서비스 변화는 찾아보기 어렵다는 비판이 이어진다.
최근 뤼이드는 사명을 '소크라 AI'로 바꿨다. 새로운 제품명이기도 한 소크라 AI는 12월 교육용 GPT 소크라 AI 오픈 베타 서비스를 시작한다고 밝혔다.
소크라 AI는 홈페이지 상품 소개를 통해 소크라 AI에 대해 △소크라 트윈 △소크라 튜터 △소크라 테스트 등의 서비스에 대해 명시하고, '사용자의 성장을 돕는 코치'라고 설명했다. 일각에서는 홈페이지만으로는 제품의 인터페이스와 서비스 내용을 명확히 알기 어렵다는 지적도 있다.
한 에듀테크 업계 관계자는 “뤼이드의 사명이 바뀐 줄도 몰랐다”며 “실제 서비스 혹은 제품이 나와야 알겠지만, 현재로서는 사명 변경에 따른 업계 파급력을 느끼기엔 다소 미미하지 않나 생각한다”고 평가했다. 이어 “산타 토익이 뤼이드의 대표 서비스인데 바뀐 사명에서는 어떤 서비스를 제공하겠다는 건지 아직은 잘 알지 못하겠다”고 덧붙였다.
클래스팅은 지난 3월 사명을 CT(Cognitive Technologies)로 바꾸고 인공지능(AI) 기업 비전을 강화하고, 글로벌 사업을 확장하겠다는 계획을 대대적으로 홍보했다. 당시 클래스팅은 “사명 변경을 통해 K-12 공교육 시장을 넘어 전 세계 모든 연령층의 다양한 성장을 지원하는 AI 솔루션 기업으로 도약하겠다”고 밝힌 바 있다.
그러나 현재까지 공식적으로 발표된 글로벌 사업 계획은 찾아보기 어렵다. 약 6개월이 지난 지금까지도 사명 변경 효과에 대해 시장에서는 '잘 모르겠다'는 반응이 나온다.
클래스팅을 사용하는 한 초등교사는 “클래스팅의 기업명이 바뀐줄도 몰랐다”며 “사용자에게는 제품에 대한 설명이나 홍보가 더 필요해 보인다”고 꼬집었다.
업계 관계자는 “CT가 이름을 바꾸고 대대적으로 홍보한 사실은 알고 있지만, 여전히 경쟁 기업이라고 생각되지는 않는다”며 “눈에 띄는 변화를 느끼지는 못한다”고 평가했다.
또 다른 업계 관계자는 “이전에 클래스팅 때는 어떤 사업을 하고 있는지 정리돼 한 눈에 보였다”면서 “CT로 사명을 변경한 지금은 어떤 서비스를 하겠다는 건지 구체적으로 들어오지 않는다”고 말했다.
이지희 기자 easy@etnews.com"
"'산타토익' 뤼이드, 창업자 퇴진...투자사와 의견차",http://v.daum.net/v/20231222161908335,daum_news,santa,news,2026-01-18T15:32:33.206689,"영어학습 서비스 '산타 토익'으로 유명한 신생기업(스타트업) 뤼이드의 창업자 장영준 대표가 물러났다. 사업 거부권을 행사한 투자사와 사업 방향에 대한 의견 차이가 원인이다.
22일 관련업계에 따르면 뤼이드는 장 대표가 자진 사임하고 이날 뤼이드에 인수된 영어학습 콘텐츠 업체 퀄슨의 박수영 대표가 뤼이드 경영까지 맡기로 했다. 장 전 대표는 고문으로 경영 일선에서 물러났다. 업체 관계자는 ""뤼이드의 성장을 위해 공교육 부문의 공공(B2G) 사업이 중요하다고 봤는데 이를 할 수 없게 됐다""며 ""그렇다면 다른 사람이 대표를 맡는 것이 낫다고 생각해 박 대표를 설득했다""고 말했다.
2014년 설립된 뤼이드는 2016년 산타 토익을 내놓아 한국 일본 대만 등에서 500만 내려받기 횟수를 기록하는 등 인기를 끌었다. 이에 2021년 소프트뱅크 비전펀드에서 2,000억 원을 투자받는 등 지금까지 KDB산업은행, IMM인베스트먼트, 한국투자파트너스 등으로부터 약 2,800억 원을 투자 유치했다.
뤼이드에서 개발한 AI 영어교육 서비스 산타토익 앱. 뤼이드 제공
업계에 따르면 장 전 대표의 사임은 투자사와 사업 방향에 대한 견해 차이가 원인이 됐다. 장 전 대표는 각국 정부를 대상으로 한 공교육 디지털화 사업을 뤼이드의 미래로 보고 브라질 등 해외에서 B2G 사업을 추진했다. 그러나 투자사의 생각은 달랐다. 투자사는 브라질 등 신용도가 상대적으로 낮은 국가들과 진행하는 공공 사업이 위험하다고 봤다.
특히 이 과정에서 투자사는 사업 거부권을 행사한 것으로 알려졌다. 업계에 따르면 뤼이드는 브라질 정부를 상대로 공교육 디지털 사업을 추진해 계약 직전까지 갔으나 최종 단계에서 투자사의 거부권 발동으로 브라질 사업이 무산됐다. 업체 관계자는 ""세계에서 가장 큰 시장이 공교육 시장""이라며 ""공교육 시장의 발전 속도가 느리고 카르텔 중심이어서 위험 요소가 있지만 인공지능(AI) 시대가 열리면서 스타트업에게도 기회가 될 수 있어 적극 추진했으나 무산됐다""고 전했다. 이 관계자는 ""올해 예상 매출이 90억 원이어서 지난해 50억 원 대비 두 배 가까이 개선됐다""며 ""이런 상황에 뤼이드 같은 기업이 공교육 디지털화를 주도해야 한다""고 주장했다.
이런 상황을 감안하면 뤼이드는 더 이상 B2G 사업을 진행하기 힘들게 됐다. 따라서 당분간 뤼이드는 개인을 대상으로 한 B2C 사업에 주력할 전망이다.
퀄슨을 이끌어 온 박 대표는 B2C 사업의 적임자로 꼽힌다. 퀄슨은 2012년 설립된 업체로 NBC유니버설, 워너미디어 등과 제휴를 맺고 영어학습 콘텐츠를 제공한다. 특히 타일러 등 유명 방송인들과 협업해 미국 영화 및 TV 프로그램으로 영어를 가르치는 '리얼 클래스'로 유명하다. 업체 관계자는 ""박 대표와 8년간 인연을 쌓아 왔다""며 ""B2C 사업을 잘하는 박 대표에게 회사를 맡아달라고 설득했고 투자사도 동의했다""고 설명했다.
이에 따라 뤼이드는 퀄슨을 지분교환 방식으로 내년 1분기까지 퀄슨 주식 100%를 인수한다. 뤼이드와 퀄슨의 지분 교환 비율은 1 대 8이다.
당분간 장 전 대표는 새로운 창업보다 회사에 남아 사업을 도울 예정이다. 그는 ""지금은 다른 사업을 준비할 생각이 없다""며 ""창업자로 남아 회사를 도울 것""이라고 말했다.
새로 뤼이드 주주가 돼 경영을 맡은 박 대표는 퀄슨의 영어 학습 서비스에 뤼이드의 AI 기술을 접목할 예정이다. 그는 ""앞으로 뤼이드의 AI 기술을 이용해 퀄슨 서비스의 학습자 성과 측정과 진단 기능을 강화할 것""이라며 ""양 사 문화를 맞추는 과정에서 조직 변화가 있을 수 있지만 아직까지 뤼이드의 뚜렷한 인위적 구조조정 계획은 없다""고 강조했다.
최연진 IT전문기자 wolfpack@hankookilbo.com"
"'산타토익' 스타트업 뤼이드, 지난해 매출 200억 달성",http://v.daum.net/v/20240329160231680,daum_news,santa,news,2026-01-18T15:32:33.206689,"영어교육 프로그램 '산타토익'으로 유명한 신생기업(스타트업) 뤼이드는 영어학습 콘텐츠 스타트업 퀄슨을 인수하면서 지난해 매출이 연결 기준으로 200억 원을 기록하며 4배 성장했다고 29일 밝혔다. 지난해 뤼이드 단독 매출은 약 77억 원으로 전년 50억 원 대비 53% 증가했다. 지난해 영업손실도 비용 감축 등에 힘입어 전년도 421억 원에서 270억 원으로 줄었다.
뤼이드는 대표 서비스 산타토익과 퀄슨의 '리얼클래스'와 함께 인공지능(AI)을 기반으로 한 신규 서비스를 늘릴 예정이다. 우선 올해 초등학생 대상의 영어교육 서비스 '리얼 아카데미'를 출시한다. 리얼 아카데미는 AI를 이용한 학습 진단, 점수 예측, 맞춤형 콘텐츠 추천 등을 해주는 영어 교육 서비스다.
뤼이드에서 개발한 AI 영어교육 서비스 산타토익 앱. 뤼이드 제공
해외에서는 미국 대입 시험인 SAT의 디지털 모의 고사 서비스 '알테스트'와 수학교육 서비스 '에어매스'를 확대할 계획이다. 알테스트의 경우 미국 매출 비중이 약 67%에 이른다. 박수영 뤼이드 대표는 ""지속적인 기술 개발과 서비스 확장을 통해 교육 AI의 경쟁력을 입증할 것""이라며 ""퀄슨과 합병을 통해 AI 학습 생태계를 구축하겠다""고 강조했다.
최연진 IT전문기자 wolfpack@hankookilbo.com"
"'산타토익' 스타트업 뤼이드, 토익회화 AI 모의고사 서비스 개시",http://v.daum.net/v/20230926172750604,daum_news,santa,news,2026-01-18T15:32:33.206689,"'산타토익'으로 유명한 신생기업(스타트업) 뤼이드는 26일 토익 말하기 시험을 위한 인공지능(AI) 모의고사 서비스 '산타 세이'를 새로 출시했다고 밝혔다. 생성형 AI 기술을 활용한 이 서비스는 실제 토익 말하기 시험과 유사한 환경에서 20분 동안 1세트 11개 문항의 모의 고사를 치를 수 있다. 발음, 억양, 문법, 어휘, 내용의 일관성 및 완성도 등 각 평가 항목별로 AI가 자동 채점해 예상 점수를 뽑아주며 첨삭 서비스까지 제공한다.
업체에 따르면 말하기 시험은 정답이 명확한 객관식이나 단답형 주관식과 달리 내용을 종합적으로 이해해 평가해야 하기 때문에 고도의 AI 기술이 필요하다. 이 서비스에 사용된 채점 기술을 다룬 논문은 국제 AI학회인 인터스피치 2023에서 채택될 정도로 기술력을 인정받았다.
뤼이드가 새로 선보인 토익 말하기 시험을 위한 AI 모의고사 서비스 '산타 세이'. 뤼이드 제공
이를 위해 이 업체는 1만 건 이상의 실제 학생 답안으로 AI를 학습 시켰다. 또 800여명의 시험판 참여자들의 이용 현황을 분석해 점수 예측 및 첨삭의 정확도를 끌어 올렸다. 그 결과 AI의 자동 채점은 시험 종료 3분 만에 점수가 나오며 사람이 채점한 것과 오차 범위가 10점 미만으로 확인됐다.
이 업체는 일반 이용자 뿐 아니라 토익 교육업체에도 이 서비스를 적극 제공할 방침이다. 토익 교육업체들은 평균 3~5일이 걸리는 채점 기간을 이 서비스로 크게 단축할 수 있을 전망이다.
최연진 IT전문기자 wolfpack@hankookilbo.com"
"신한투자증권, ‘산타토익’ 뤼이드 출신 AI 전문가 노현빈 박사 영입",http://v.daum.net/v/20240821135820944,daum_news,santa,news,2026-01-18T15:32:33.206689,"신한투자증권은 금융분야의 생성형 인공지능(AI) 생태계 선도와 혁신 서비스 제공을 위해 노현빈 전(前) 뤼이드 AI수석연구원을 ‘AI솔루션부장’으로 영입했다고 21일 밝혔다.
노현빈 전 뤼이드 AI수석연구원. /신한투자증권 제공
신한투자증권은 시장에서 AI가 미치는 미래 성장 잠재력과 중요도를 감안해 올해 6월 전사 AI 적용 사업화를 총괄하는 AI솔루션부를 신설한 바 있다. 이번 노현빈 박사 영입은 해당 전략 실행의 일환이라는 설명이다.
노현빈 박사는 포항공과대(POSTECH)에서 대수기하(수학)를 전공하고 박사학위를 취득한 후 삼성SDS 연구소에서 AI연구 및 분산처리 알고리즘을 개발했다. 이후 산타토익으로 유명한 교육 인공지능 스타트업 뤼이드에 합류해 교육AI 연구와 B2B(기업 간 거래) 사업을 이끌어왔다. 노 박사는 AI연구, 기술 영업, 사업 개발, 제품 개발, 글로벌 B2B, IR(투자자 관계) 등 다양한 방면으로 AI를 적용해 사업화한 경험이 풍부하다는 평이다.
현재 신한투자증권은 글로벌 금융시장을 겨냥한 퍼블릭 클라우드 기반의 오픈플랫폼을 준비 중에 있다. AI 기술을 활용한 다양한 프로덕트 또한 오픈플랫폼에 탑재할 계획으로 트래블월렛, 토스 등의 파트너들과 함께 고객에게 새로운 가치를 제공하고, 회사의 미래가치를 만들어나갈 예정이다.
- Copyright ⓒ 조선비즈 & Chosun.com -"
"손정의가 2000억 투자한 '뤼이드', CEO 교체 이어 사명도 바꾼다",http://v.daum.net/v/20250930120217944,daum_news,santa,news,2026-01-18T15:32:33.206689,"[이 기사에 나온 스타트업에 대한 보다 다양한 기업정보는 유니콘팩토리 빅데이터 플랫폼 '데이터랩'에서 볼 수 있습니다.]
AI(인공지능) 에듀테크 기업 뤼이드가 사명을 '소크라 AI'(Socra AI)로 변경한다고 30일 밝혔다.
새로운 사명에는 즉각적인 답만 제공하는 기존 AI의 한계를 극복하고 소크라테스 문답법처럼 질문과 대화를 통해 학습자가 스스로 답을 찾도록 돕는 '사람을 성장시키는 AI'에 대한 의지를 반영했다.
뤼이드의 핵심 제품명도 소크라 AI다. 일반 GPT와 다르게 교육적으로 정렬된(Educationally Aligned) GPT로, 정답을 제시하기보다는 학습자가 스스로 사고하도록 유도하는 학습 파트너를 지향한다. 오는 12월 오픈 베타 서비스를 시작할 예정이다.
한편 2014년 설립된 뤼이드는 손정의 회장이 이끄는 소프트뱅크그룹의 대표 투자 펀드인 비전 펀드로부터 약 2000억원의 투자를 받은 바 있다. '산타' 브랜드로 토익·토플 등 영어 학습 서비스를 선보여왔다.
지난해 '리얼클래스' 등 언어 교육 서비스를 제공하는 에듀테크 기업 퀄슨과 합병한 이후 창업자인 장영준 대표가 교체되고 박수영 대표가 이끌고 있다. 현재 서울 대치동과 도쿄 긴자에 사무실을 두고 있으며 180여명의 임직원이 재직 중이다.
박수영 소크라 AI 대표는 ""누구나 AI 개인교사를 가질 수 있고 잠재력을 실현할 수 있는 세상이 오고 있다""며 ""더 똑똑한 AI를 넘어 사람을 성장시키는 AI가 필요한 시대에 걸맞게 모든 학습자가 자신만의 'AI 소크라테스'를 갖는 시대를 열겠다""고 했다.
[머니투데이 스타트업 미디어 플랫폼 '유니콘팩토리']
최태범 기자 bum_t@mt.co.kr"
"에듀테크 기업 뤼이드, ‘소크라 AI’로 사명 변경",http://v.daum.net/v/20250930155403613,daum_news,santa,news,2026-01-18T15:32:33.206689,"인공지능(AI) 에듀테크 기업 뤼이드(Riiid)가 AI 시대 새로운 교육 패러다임의 주체가 되기 위해 ‘소크라 AI(Socra AI)‘로 사명을 변경한다고 30일 밝혔다.
새로운 사명에는 즉각적인 답만 제공하는 기존 AI의 한계를 극복하고 소크라테스 문답법처럼 질문과 대화를 통해 학습자가 스스로 답을 찾도록 돕는, ‘사람을 성장시키는 AI’에 대한 의지를 반영했다.
소크라 AI는 뤼이드의 새로운 사명이자 핵심 제품명이다. 오는 12월 교육용 GPT 소크라 AI의 오픈 베타 서비스를 시작할 계획이다. 이는 일반 GPT와 다르게 교육적으로 정렬된(Educationally Aligned) GPT로, 정답을 제시하기보다는 학습자가 스스로 사고하도록 유도하는 학습 파트너로 기능할 예정이다.
박수영 소크라 AI 대표는 “누구나 AI 개인교사를 가질 수 있고 잠재력을 실현할 수 있는 세상이 오고 있다”며 “더 똑똑한 AI를 넘어 사람을 성장시키는 AI가 필요한 시대에 걸맞게 모든 학습자가 자신만의 ‘AI 소크라테스’를 갖는 시대를 열겠다”고 말했다.
한편 2014년 설립된 소크라 AI는 손정의 회장이 이끄는 소프트뱅크그룹의 대표 투자 펀드인 비전 펀드로부터 약 2000억 원의 투자를 받은 바 있다. ‘산타’ 브랜드로 토익·토플 등 영어 학습 서비스를 선보이고 있으며, 2024년 ‘리얼클래스’ 등 언어 교육 서비스를 제공하는 에듀테크 기업 퀄슨과 합병한 이후로 박수영 대표가 이끌고 있다.
2026년 1월 토플 전면 개정을 앞두고 지난 7월 ‘산타 토플’ 홈페이지를 오픈하는 등 기존 서비스를 지속 강화하고 있으며, 지금까지 축적한 AI 기술력을 바탕으로 더욱 혁신적인 학습 경험을 제공할 계획이다. 현재 서울 대치동과 도쿄 긴자에 사무실을 두고 있으며 180여 명의 임직원이 재직 중이다."
"[에듀플러스]뤼이드, '소크라 AI'로 사명 변경",http://v.daum.net/v/20250930154850331,daum_news,santa,news,2026-01-18T15:32:33.206689,"뤼이드의 새로운 사명 소크라 AI. (사진=소크라 AI)
뤼이드(Riiid)가 인공지능(AI) 시대 새로운 교육 패러다임의 주체가 되기 위해 '소크라 AI(Socra AI)'로 사명을 변경한다고 30일 밝혔다.
새로운 사명은 즉각적인 답만 제공하는 기존 AI의 한계를 극복하고 소크라테스 문답법처럼 질문과 대화를 통해 학습자가 스스로 답을 찾도록 돕는, '사람을 성장시키는 AI'에 대한 의지를 반영했다.
소크라 AI는 뤼이드의 새로운 사명이자 핵심 제품명이다. 오는 12월 교육용 GPT 소크라 AI의 오픈 베타 서비스를 시작한다. 이는 일반 GPT와 다르게 교육적으로 정렬된(Educationally Aligned) GPT로, 정답을 제시하기보다는 학습자가 스스로 사고하도록 유도하는 학습 파트너로 기능할 예정이다.
박수영 소크라 AI 대표는 “누구나 AI 개인교사를 가질 수 있고 잠재력을 실현할 수 있는 세상이 오고 있다”며 “더 똑똑한 AI를 넘어 사람을 성장시키는 AI가 필요한 시대에 걸맞게 모든 학습자가 자신만의 AI 소크라테스를 갖는 시대를 열겠다”고 말했다.
이지희 기자 easy@etnews.com"
