title,url,date,author,search_keyword,content,company,source_type,source_platform,collected_at
영어회화 실력 향상을 위해 토익스피킹 공부를 하는건 어떻게 생각하세요?,https://www.clien.net/service/board/park/18989453,2025-05-30 13:59:47,형,링글,"﻿ 외국계회사 다니는데 회사 내 컨퍼런스콜, 해외출장, 본사직원 방문 등 영어를 쓸일이 상당히 많습니다. 근데 제가 좀 약하다보니 기회가 줄어드는 것 같습니다. 평상시 공부해오던 습관이 항상 토익, 자격증, 시험 등 시험에 특화된 공부만 해와서... 영어회화 공부가 너무 어렵습니다. 쉐도잉하라는데 무슨 미드를 잡고할지, 성취도 평가도 안되고, 뭘로 공부해야할지, 유튜브에 공부방법론은 엄청나게 많고 너무 수단들이 다양해서. 시험처럼 구조화되지 않고 영어화회는 비구조화된 공부를 해야하다보니 너무 막연해요. 잘하고 있는게 맞나 싶기도하고 중간에 하다가 안하게 되기도 하고요. 그런의미헤서 차라리 구조화되어있는 토익스피킹 공부를 통해 회화실력 향상을 목표로 공부해볼까 하는데 어떻게 생각하시나요 ㅠㅠ 토익스피킹 해볼까요 ㅠㅠ 예전에 130점받긴했네요 ㅠㅠ ﻿",Ringle,community,Clien,2026-01-18 10:19:51
"5년 넘게 전화영어, 화상영어, Chatgpt, 스픽(Speak) 모두 해보고 남기는 장단점 비교",https://www.clien.net/service/board/use/18761723,2024-07-09 23:07:36,어민,링글,"https://blog.naver.com/pilog2017/223507261860 본문 그대로 가져왔습니다. 블로그에 영어/테크/생산성 도구 위주로 포스팅하고 있으니, 놀러와주세요~~ 스픽 관련된 글 썼다고 바로 클리앙 대문에 맞춤형 광고로 스픽 광고가 뜨네요.. 5년 넘게 화상영어/전화영어를 해오면서, 선생님들과 나눴던 다양한 이야기를 글로 풀어내고 있습니다. 오늘은 전화영어/화상영어만 해오다가, chatgpt도 나오고 스픽(SPEAK)이라는 chatgpt 기반 앱도 유료결제하여 사용해본 소감과 장단점을 이야기 해보려합니다. 전화영어 1. 장점 1) 실제 사람과 이야기할 수 있다. 2) 다양한 삶의 경험과 생각을 들을 수 있다 3) 이동 중에 가능(걸으면서 가능) 4) 돈 내고, 약속한 시간에 전화가 걸려오기 때문에 꾸준하게 하는데 도움됨 2. 단점 1) 사람이 하는 거라, 수업 서비스 품질이 일정하지 않을 수 있다(적극적으로 교체 요청 필요) 2) 화상영어보다는 실제감이 덜하고, 표정을 볼 수 없으니 어떤 뉘앙스인지 알 수 없음 3) 북미 사람의 경우 가격이 비싸다 주5회 10분 기준 1달에 15~20만원 가격 다양 4) 주 5회 10분, 주 2회 20분 이런식으로 진행되기 때문에, 집중적인 훈련으로 단기간 실력 향상에는 한계 가 있다. 전화영어 선생님들은 영어를 배우려는 사람들과 영어로 대화해본 경험이 많기 때문에, 인내심을 가지고 들어주려는 편입니다. 화상영어 1. 장점 1) 위 전화영어의 장/단점 거의 그대로 2) 얼굴보면서 이야기하기에 외국인 대면 울렁증 극복에 도움됨 2. 단점 1) 카메라 앞이라 수업시간마다 씻어야 할 것 같은 느낌(보통 시간 확보가 되는 아침이나 밤에 하므로) 스픽(Speak) : chatgpt 기반 앱으로 내가 많이 말할 수 있게 만들어주는 앱 1. 장점 1) 짧은 강의와 내가 말을 정말 많이 할 수 있게 만듬. 내가 한 말과 발음을 인식함. 자주 쓰는 말들을 여러번 반복해서 말하게 하기 때문에, 그 문장을 그대로 외워서 활용할 수 있음 2) 전화영어만 하다보면, 새로운 단어나 문장이 아닌 그냥 내가 가지고 있는 지식과 단어, 문장을 반복하는 경우가 많은데, 강의를 통해 실제 쓰이는 다양한 표현들을 여러번 말하면서, 표현력 향상에 좋음 3) 상황을 주고 AI와 이야기를 주고 받는 모드가 있는데, 다양한 상황을 선택하거나 랜덤하게 줘서, 해보지 않은 말을 해보게 유도함 4) 내가 한 말을 모두 분석해서, 더 나은 표현을 제시하는데, 분석과 제안이 탁월하다. 2. 단점 1) 내가 하는 말과 발음을 알아듣기는 하는데, 오류 때문에 인식이 안되는 경우 가 간혹 있음(누구보다 잘 발음했다고 생각하는데, 끝까지 인식이 안됨) 2) 상황을 주고 AI와 이야기하는 모드가 참신하나, 가끔 오류로 대화 자체가 중단되는 일이 자주 발생 3) 전화영어에 비해 저렴하지만, 그래도 비용 발생, 할인을 꽤 자주 진행해서 할인가가 정가인데 월 19,000원 수준 4) 전화영어처럼 사람과 한 약속은 아니라서, 공부하자고 이런저런 푸쉬알림을 다양하게 보내지만, 결제 해놓고 안하는 사태 발생.. 5) Chatgpt의 날 것과 학습컨텐츠를 적절히 결합한 앱으로 의지충만하면 추천 가능(1년 끊어놓고, 한달 정도나 사용하고 있어서, 이게 가장 큰 걸림돌 일듯) Chatgpt (Voice conversation mode) (아이폰 사용하시는 분들은 chatgpt 앱까셔서 로그인하시고, 아래 단축어 받아서, 홈화면에 등록해 놓으면 클릭 한번으로 대화를 시작 할 수 있습니다. 굳이 영어로 말하지 않아도, 한글로 말해도 알아듣습니다) https://www.icloud.com/shortcuts/d54fc8a6090c468a8c68c721f5c9c197 1. 장점 1) 무료(유료도 있는데, 무료도 충분히 잘 알아듣고 대답해준다) 2) 개떡같이 말해도 찰떡같이 알아듣고 대답해줘서, 자신감 생김 3) 정말 아무 말이나 다양한 주제로 말해도, 적절한, 가끔은 우문현답을 해준다 . 예시 : 출근길에 힘들어서, 오늘 아침부터 힘든데, 힘나는 말 해줘라고 기대하지 않고 물어봐도, 실제로 힘이 나는 말을 해줘서 위로를 받고 놀람 4) 모르는 말이나 단어를 chatgpt가 사용하면, 그냥 바로 말 끊고 이거 뭐냐고 물어봐도 됨(전화영어와 다르게 무례해질 수 있음) 5) 아무때나 내가 시간 날 때, 가능 (저의 경우, 버스 내려서 집까지 향하는 길에서 이어폰 끼고 중얼중얼) 6) 영어로 말하다 한국말로 물어보면, 바로 한국어로 바꿔서 말해줌 2. 단점 1) 가끔 끊김 2) 내가 말한 의도를 못 알아들을 때가 있는데, 전혀 엉뚱한 대답을 할 때가 있음, 이럴때마다 맥빠지고, 확실히 사람은 아니구나 싶음 3) 자신이 알아들었음을 어필하기 위한건지, 내가 한말을 복명복창하듯이 말하는 경향이 있음(이것도 하지 말라고 하면 수정 가능할듯) 4) 사람보다 나은 조언을 주긴 하지만, 사람이 아님을 알기에 느껴지는 한계점은 있음 위 4개를 시간 날 때 취사선택하며 진행하고 있는 입장에서, chatgpt와 전화영어 두개 정도를 병행하면 좋겠다는 생각이 듭니다. chatgpt가 무료라 이것만 사용하고 있으면, 사람과 대화하는 기분을 가지지 못할 때도 있고, 사람과 실제로 이야기 하는 즐거움 그리고 외국인 울렁증 극복 용도로 전화영어나 화상영어도 해볼만합니다. 읽어주셔서 감사합니다. -이전 전화영어 이야기 리스트- 1편 : https://m.blog.naver.com/pilog2017/222537110756 / 전화영어 선생님 이야기 2편 : https://m.blog.naver.com/pilog2017/222538842680 / 선생님네 동네 이야기 3편 : https://m.blog.naver.com/pilog2017/222542119506 4편 : https://m.blog.naver.com/pilog2017/222583301206 최근 단편1 : https://blog.naver.com/pilog2017/223482580025 최근 단편2 : https://blog.naver.com/pilog2017/223486132254",Ringle,community,Clien,2026-01-18 10:19:51
링글은 어떤가요?,https://www.clien.net/service/board/cm_lang/18701744,2024-04-14 14:17:33,나이스송,링글,"눈팅만 했는데, 어떤지 궁금합니다.",Ringle,community,Clien,2026-01-18 10:19:51
개인적인 영어 학습법입니다.,https://www.clien.net/service/board/lecture/18110244,2023-06-01 01:51:53,겨울의검,링글,"안녕하세요. 영어를 잘 하려면 무엇보다 중요한게 '영어를 좋아하는 것'이더군요. 영어에 대한 첫 인상이 안 좋으면 뭔가 다 안 좋아지는 느낌이;;; 저의 영어에 대한 첫인상은 안 좋은 편이었는데요. (초등학생땐 너무 달달 외우라는 식으로만 했어서 ㅜ ㅜ) 중학생이 되면서 영어 학습지가 너무 재미있었고, 영어 선생님이 인상이 무척 좋으셔서 좋아진 케이스입니다. 제 레벨은 intermediate입니다. 개인적인 학습법은 아래와 같습니다. 1. 영어 본문 읽기 - 짧은 영어든 긴 영어든 계속 읽어보고 듣고 합니다. 개인적으로는 영어 동요나 팝송, 재밌는 미국 시트콤을 통해서 학습 자극을 받습니다. 재미로 영어 동요도 듣고(Baby Shark~ 뚜루룻뚜루) 영어 동화도 보고(닥터 수스같은 거 유투브에 영상으로도 있더군요) 합니다. 2. 영어 듣기 - TV가 있다면 히스토리 채널이나 디스커버리 채널, 팟캐스트나 유툽을 틀어놓고 듣습니다. 가장 자주 듣기는 자기계발 관련한 유투브네요. 추천은 주로 팟캐스트를 많이 받는데... 문제는 서양 특유의 개방적인 문화(...) 때문에 공개적으로 틀어놓기에 민망한 내용이 종종 나오기도 했습니다.(......땀) 3. 영어 말하기 - 필리핀 화상영어 (IELTS 준비를 위해서) 한 2~3년하다가, IELTS 틀을 어느정도 알고 나서는 링글만 하고 있습니다. ( https://www.ringleplus.com/ )  필리핀 사람으로 IELTS나 TOEFL 점수 끝판왕이라 하더라도, 개인적인 경험으로는 학사까지는 모르겠는데 석사부터는 진짜 많이 다르다는 걸 많이 느꼈습니다. 기본 어휘나 collocation.. 완전히 다릅니다. 그리고 독일식 억양의 영어, 영국식 억양 영어, 인도식 억양 영어 등등 다양한 영어를 접할 수 있다는 것도 장점입니다. 미국식 억양에 익숙해지는데에 걸리는 시간이 10초 정도라면, 영국식은 한 2~5분 (근데 또 스타일이 달라서, 굉장히 gentleman 영어가 이런건가!! 싶을 정도로 말을 돌리고 돌리는 어법을 쓰는 사람들을 만나면 또 머리를 열심히 굴려야 합니다.), 독일식이나 인도식은 체감상 20~30분 정도 걸리는 것 같습니다. 4. 영어 글쓰기 - 어떤 한 article을 읽고, 한 문단 정도의 summary를 만들어봅니다. 그 내용을 또 동의어들을 사용해서 또 다시 적어보고, collocation을 다르게 해보고, passive형 문장, active형 문장 다르게 만들어보고... 지루한데 실력이 가장 많이 느는 건 이런 지루한 과정같습니다. 그리고 이거는 딱히 카테고리가 없는 것이긴 합니다만... 뉴스나 좋아하는 소설이든 뭐든 영어 한 문장을 완전히 외워서 해당 내용을 안 보고 적기를 해봅니다. 문법쪽을 교재같은 걸로 공부하기 힘들어하는 사람들한텐 그나마 이게 직빵같습니다. 영어 문장 계속 보기, 듣기와 외워서 써보기요 간단하게 개인적인 학습 방법 공유해보았습니다 @_@;; 감사합니당",Ringle,community,Clien,2026-01-18 10:19:51
"1:1 화상 영어, 링글 수업 체험기",https://www.clien.net/service/board/park/17774660,2022-12-10 16:46:11,Wolowitz,링글,"거창한 내용은 없고 개인적인 경험담에 가까워서 체험기에 쓰지 않고 여기에 씁니다. 회사에서 매달 10만원씩 영어 수업 지원해주는데 저는 영국에서 오래 살았고 뭐 영어는 이정도하면 먹고 사는 데 문제 없지 생각으로 신청 안하고 있다가 혹시 영어 외 다른 언어(스페인어, 일본어) 수업도 지원하는 지 알아보니까 그건 안되더군요. 한국에 오니 영어 쓸 기회가 점점 줄면서 영어 까먹지나 않을까 하는 생각이 들면서 그래도 회사에서 지원해주는 데 한번 알아보자고 했더니 영어 회화 학원 아무리 수업 몇번 안나가는 것도 꽤 비싸더군요. 검색을 몇번 했더니 구글이 친절(!)하게 관련 광고를 띄우기 시작합니다. 그 중 링글 1:1 화상 영어 회화가 보입니다. 무슨 이벤트라고 해서 20분 수업 4번에 99,000원이길래 신청했습니다. 선생님과 수업 시간을 직접 고를 수 있고 원하면 새벽 시간대도 신청이 가능한 게 좋더군요. 시간적 여유가 없으신 분들은 언제라도 가능한 점이 좋네요. 11월달에 결제해놓고 게을러서 일주일에 한번꼴로 수업 들었습니다. 그냥 자유주제가 아니라 링글에서 나온 여러가지 주제중 하나를 선택해서 미리 공부해서 들어갑니다. 또 저는 게을러서 거의 준비없이 그냥 들어갔습니다. 선생님들은 아이비리그급 명문대생이고 의대다니시는 선생님도 있습니다. 영국식 영어가 익숙해지고 싶으시면 영국 선생님, 특정 학과에 관심이 많다라고 하시면 특정 학과 출신 선생님 이런식으로 자신에게 맞는 수업을 선택하시면 될 거 같습니다. 제가 아무래도 영국식 영어가 익숙하다 보니 영어 선생님은 영국 선생님만 선택하다가 마지막 수업은 미국 선생님을 선택했습니다. 제 점수입니다. 보통 Fluency, Vocabulary는 9점대, Grammar는 8-9점대 사이이고 오히려 가장 걱정했던 Pronunciation이 10점 3번째까지 영국 선생님을 선택했다가 혹시 제 발음이 영국 사람들한테만 통하는 거 아닐까해서 마지막은 미국 선생님에게 수업을 들었는데도 비슷한 평가더군요. 항목당 이렇게 평가 기준이 있습니다. 발음 관련해서는 이런 기준이더군요. - 선생님 1 평가: 선생님 2 평가: 선생님 3 평가: 선생님 4 평가: 선생님 네분 다 평가가 비슷해서 신기했습니다. 대충 발음은 좋은데 문법적 에러가 좀 있다. 저는 오히려 발음이 약점이라고 생각했는데 문법 관련한 피드백이 많네요. 아침에 일어나서 비몽사몽 수업한 적도 있고 말하면서 이건 문법에 안맞네 이러면서도 그냥 대화를 이어가다보니 문법 실수가 많습니다. 영어 회화를 대화 위주로 배우면서 문법 공부를 게을리한 부분이 있는 거 같아서 이 부분을 보충해야 겠다는 생각을 합니다. 막상 글로 쓰면 문법적 오류가 그렇게 크지 않는데 말로는 실수가 자주 나오더군요. 아무리 해외에 오래 살아도 Vocabulary와 Fluency부분이 10점이 되지 않는구나라는 것도 깨달았습니다. 뭐 이거 다 10점주면 수업 안들을까봐 그렇지 않을까라며 핑계를 만들어 봅니다. - 링글 전체적인 평가 저는 처음보는 사람에게도 말 잘거는 편이라 그런 부분은 문제가 없었는데 전화 영어가 아니라 화상으로 대화하다보니 외국인 울렁증있는 사람들에게는 특히 도움이 되지 않을까 싶습니다. 유학을 가거나, 이민을 준비중이신 분들도 유용하게 쓸 거 같습니다. 전반적으로 만족스러웠지만 20분이라는 시간은 너무 짧았습니다. 뭘 조금 하려고 하면 수업 끝입니다. 20분 수업 말고도 다양한 수업이 있었던 거 같은데 최소 40분 수업정도는 들어야 도움이 크지 않을까 싶습니다. 수업 후 피드백 읽어보고 예습하는 게 크게 도움이 될 거 같기도 합니다. (저는 안했지만) 저는 적어도 제가 뭐가 부족한지는 많이 깨달아서 링글 충분히 가치있다고 봅니다. 다시 들을까 고민중인데 귀찮아서 할지 잘 모르겠습니다.",Ringle,community,Clien,2026-01-18 10:19:51
단계적인 영어공부 방법알려주세요!,https://www.clien.net/service/board/cm_lang/13538260,2019-05-27 22:45:18,동동동자,링글,"영어공부를 하고 싶어 알아 보던중 현재 영어회화 인강을 듣고 있습니다. 수준은 초급 수준이며 현재 5일차 입니다. 초기라 그런지 영어에 대한 열정이 가득해서 좀 더 체계적으로 하고 싶어서 어학당에 올려보네요 ㅎㅎ 현재 알아본바는 베이직 그래머인유즈, 패턴영어, 링글, 월스리트 잉글리쉬, 삼육어학원, 이 있네요 제일 하고싶은건 월스트리트 잉글리쉬 학원을 다녀보고 싶지만 비용이 꽤 쎄다보니깐 망설여지네요.. (상담받을때 컴퓨터를 보며 앵무새처럼 발음을 따라하며 하는 방식이 마음에 들었습니다, 또 끝난뒤는 그룹모임같이? 수업도 하는 프로그램이 마음에 들었네요) 학원 또는 전화영어, 영어스터디모임 등 다양한 방법을 듣고 싶습니다.",Ringle,community,Clien,2026-01-18 10:19:51
영어회화 학원 추천할 만한 곳 있나요?(월스트리트 잉글리쉬 학원 비슷한 교육?),https://www.clien.net/service/board/kin/13530943,2019-05-25 21:39:43,동동동자,링글,"영어회화 학원을 알아보고 있습니다. 월스트리트 잉글리쉬 학원에 가서 교육코스를 보니 마음에 들었습니다. 컴퓨터를 활용한 개인 학습 및 그룹 강의 등등 비용이 너무 비싸 고민하게 되어 다른 학원도 알아보고 있습니다 알아본 결과 파고다, 해커스, 야나두? 같은 주변 학원만 찾았습니다. 예전에 파고다 회화학원을 다녀본 경험은 한번 회화 강의 듣고 끝나는 형식이라 그저 그랬던거 같습니다. 혹시 월스트리트 잉글리쉬 학원같이 체계적인 교육 프로그램이 있는 학원이 있으면 추춴해주세요!",Ringle,community,Clien,2026-01-18 10:19:51
절대19금) 관계하면서 들었던 가장 슬펐던 말...,https://www.clien.net/service/board/park/12854103,2018-11-22 08:16:38,RNCl,링글,일단 19세가 아닌 분들은 이 글에서 나가주시길 부탁드립니다. 별 내용은 아니지만 보기에 따라 태클이 들어 올 수 있기 때문입니다. 저에겐 슬픈 추억?인데 그 추억 + 태클은 더욱 슬플 것 같기 때문입니다... 일단 이전에 저는 관계 이후 가장 슬펐던 말에 대해 고백을 했었습니다. 관련 글... https://www.clien.net/service/board/park/10861984?po=4&sk=id&sv=RNCl&groupCd=&pt=7 CLIEN 오늘은 이후가 아닌 ing중에 들었던 슬픈 말입니다. 여치니와 헤어지고 일탈과 방황을 하던 무렵 클럽에서 이쁘니를 만나게 되었습니다. 연락처를 주고 받고 그후 약속을 잡고 데이트를 하고 소위 썸을 타다가 여행을 같이 가게 되었죠. 오키나와의 바다는 아름다웠습니다. 아름다운 바다와 그녀...분위기는 무르익었고.. 가볍게 그녀는 와인 저는 몰트 한 잔을 하고 잠자리에 들었습니다. 그녀가 꽤나 맘에 들었던 저는 모든 스킬을 동원한 후 드디어 ㅅㅇ을 하였고 그렇게 몇 분 후... 그녀는 저에게 조용히 속삭였습니다. ....오빠...그냥 손으로 해주면 안될까?..... . . . . 여행을 끝내고 집으로 돌아 온 저는 제 손가락과 주니어를 번갈아 보며 깊은 슬픔에 빠졌던 기억이 납니다. 모두 좋은 하루 되세요.,Ringle,community,Clien,2026-01-18 10:19:51
한국식 영어교육의 문제점 ㄷㄷㄷㄷ.txt,https://www.clien.net/service/board/park/19100725,2025-11-27 09:41:18,비쓰,화상영어 추천,"애가 영유 나오고,  화상영어(원어민) 등 하다가 한국식 영어학원으로 옮겼습니다... (내년에 초3되는데 주위에서 워낙 이제 한국식 시험용?영어준비해야한다고 해서...-_-;;;) 학원에서 쪽지 시험을 치고 왔는데 (단어+어휘시험) 애가표정이 별로 안좋더라구요;; 시험지를 보니 ""분명히 말하다""를 영어로 쓰시오 라는 문제에 Definitely say 라고 썼더니 틀렸다고 되어있더군요????? 정답은 Declare라고 합니다....?? (물론 그것도 맞긴 하지만요..) 즉,출제자가 원하는 답이 아니었다는거죠.. 그리고, 무엇보다 ""그 주의"" 시험범위에 해당하는 배운것을 안썼다는거죠......-_-;;; (Definitely  라는 단어는 다른 범위에서 배운단어 이긴합니다. 그걸활용해서 조합해서 만든거죠;; 즉, 이번주 시험범위가 아닌.. 다른주에 배웠던 단어를 써서 어휘를 만들어서 냈다고 틀렸다는겁니다 ㅎㅎ) 이런식이니 초,중,고,대 아무리 영어공부해도 원어민 만나면 굳어버리는구나 싶더군요..... 그렇다고 마냥 회화식?영어교육을 시키자니 한국 입시에서 불리할것 같고... 참 어렵네요 -_-;; 영어가 등급?을 나누기 위한 영어가 아닌 정말 회화를 위한 영어교육으로 되어야 할것 같아요......",Ringle,community,Clien,2026-01-18 10:19:51
메타레이밴 디스플레이 맘에 드는점,https://www.clien.net/service/board/use/19090089,2025-11-06 01:56:36,오라질,화상영어 추천,"GIF 요즘 모공과 사용기에 계속 스마트글래스 후기를 올리고 있는데 또 비슷한 글을 올리는 것 같아서 쑥스럽지만.. (예전에 올린 Even Realities G1 사용기들: https://www.clien.net/service/board/lecture/18917631 CLIEN https://www.clien.net/service/board/park/19084449 CLIEN ) 오늘은 미국 현지에서도 상당히 핫한 제품인 메타 레이밴 선글래스의 디스플레이 버전 이야기입니다. 기존 메타레이밴 스마트글래스는 멋진 외관에 카메라와 스피커, 마이크가 달려있어서 사진이나 영상을 촬용하거나 노래를 듣는 용도로 인기를 얻었는데요, 이번 디스플레이는 카메라, 스피커, 마이크는 물론이고 오 른쪽 렌즈에 컬러 디스플레이가 내장돼있어서 촬영한 사진이나 영상을 볼수있고 카메라 화상을 직접 보면서 촬용할 수도 있습니다. 더불어 손목에 차는 뉴럴밴드가 포함돼있는데 이건 무려 EMG 근전도 센서로 동작하는 컨트롤러입니다. 이걸로 안경을 낀 상태에서 손가락을 꼬집하면 클릭이 되는 식으로 무선 조작이 가능합니다. 전작에 비해 소소한 개선점들도 눈에 띄는데 우선 충전케이스가 접이식이라서 안경을 수납하지않을때는 케이스를 아주 얇게 접어서 주머니에 넣을 수 있습니다. Meta AI도 이전처럼 음성으로 대화하거나 손가락을 이용해서 언제든 불러서 사용할수 있습니다. 디 스플레이가 더해지면서 마치 아이언맨 자비스처럼 질문에 관련된 이미지를 보여주기도 하고 자료화면을 띄운후 클로즈업하면서 시선을 집중시키기도 합니다. Live AI 기능이 특히 재밌는데 실시간으로 카메라를 이용해서 주변 환경과 상황을 인식하면서 AI가 먼저 저에게 말을 걸어오고 이에 대답하며 대화를 이어나가는 방식입니다. 이 기능을 이용하면 ChatGPT의 보이스모드처럼 연속된 대화를 주고 받을 수 있는데 물건의 위치, 지나가며 본 간판의 가게이름, 위치 등을 물어보면 감쪽같이 기억해서 대답을 합니다. 이전 세대 제품에서도 AI를 사용했었지만 디스플레이가 없다보니 불편한 점이 많았습니다. 예를들어 음식점 메뉴를 찍어서 점심 메뉴 추천을 받으려고 해도 화각을 정확히 몰라서 메뉴 일부가 잘린다던가 하는식이었는데 이 디스플레이 제품은 그런 문제가 없는것은 물론이고 AI 대답을 말로만 들어야하는것보다 눈으로 확인하는편이 편리하기도 하고 정보량 측면에서도 자료사진들을 같이 띄워줘서 정보량도 훨씬 풍부합니다. 사진/영상 기능도 훌륭합니다. 전작도 카메라 자체는 나쁘지 않았지만 찍은 사진이나 영상을 휴대폰으로 확인해야해서 번거로운 점이 있었는데 이제는 찍고 바로바로 확인할수있으니까 좀더 좋은 사진/영상을 찍을수 있게 됐습니다. 저는 보통 아이들이랑 웃고 떠드는 영상을 찍어뒀다가 다음날 출근길에 보는데 기분도 좋아지고 횡단보도 기다릴때에도 심심하지 않아서 아주 만족스럽습니다. 요즘은 며칠전 다녀온 콘서트 영상을 보는데 기억에 남아있는 장면들이지만 안경으로 다시 보면 감회가 새롭습니다. 내장마이크를 이용해서 눈앞의 사람이 이야기하는 내용을 실시간으로 텍스트로 받아쓰기하거나 번역을 해주는데 인식이 아주 잘되고 텍스트가 뜨는 것도 즉각적이며 텍스트 시인성도 좋지만 아직 지원 언어가 몇 가지 되지 않고 한국어는 빠져있습니다. 단점을 하나 꼽자면 Meta AI에 지역락이 걸려있다는 점입니다. 미국 외에 국가에서는 기능이 차단되며 AI 대신 지능이 없는 단순 음성명령만 동작합니다. 막는것도 적극적이어서 VPN을 써서 새로 계정을 만들어 사용하려고 해도 VPN을 상시 유지하지않으면 어느순간 지원국가가 아니라며 Meta AI 기능이 막히게 됩니다. 또 한가지는 아직 직접 찍은 사진과 동영상 외에는 다른 영상물을 볼수 없다는 점입니다. 인스타그램 릴과 유튜브 쇼츠 정도는 볼수있을줄 알았는데 둘다 지원이 안됩니다. 노티 알림도 문자, 전화, 페북 메신저 등 몇가지만 지원되고 카톡이나 슬랙 메세지 등의 일반 노티는 디스플레이에 표시되지 않습니다. 아직 소프트웨어가 최초 버전임을 감안하더라도 기본적인 기능만 동작하는건 아쉬운 부분입니다. 총평하자면 비싸지만 뉴럴밴드나 컬러디스플레이에서 구동되는 Meta AI, 그중에서도 Live AI 기능이 주는 혁신을 고려하면 비싸지 않게 느껴지는 제품이라고 할 수 있겠습니다.",Ringle,community,Clien,2026-01-18 10:19:51
