data_id,company,source_type,source_platform,search_keyword,title,text,rating,author,date,url,collected_at
1,malhae,sns,youtube,말해보카,,"영어를 못해서 입국심사가 두려운 분들께
좀 더 마음 편하게 해외여행 할 수 있도록
말해 보카 콘텐츠 전문가 Ellen이 …
...더보기",,,,https://www.youtube.com/watch?v=UQuuIyT8Svg,2026-01-18T14:06:01.812058
2,malhae,sns,youtube,말해보카,,"영어? 가볍게 해💜
👉지금 바로 툭, ‪@sayvoca‬ 
...더보기",,,,https://www.youtube.com/watch?v=w8UUFlLuf_Q,2026-01-18T14:06:01.812070
3,malhae,sns,youtube,말해보카,,"말해보카로 1년동안 하루 30분정도 꾸준히 공부해봤습니다. 분명히 좋은 앱이고 잘 만들어져서 영어 학습자에게 아주 유용하게 쓰일 수 있을 것 같아요.
1년 사용 찐 후기 끝까지 봐주시고 참고해 주세요!! …
...더보기",,,,https://www.youtube.com/watch?v=Qdv5O2uKlAM,2026-01-18T14:06:01.812071
4,malhae,sns,youtube,말해보카,,"영어? 가볍게 해💜
👉지금 바로 툭, @sayvoca 
...더보기",,,,https://www.youtube.com/watch?v=D3T_ENa9Chc,2026-01-18T14:06:01.812072
6,malhae,sns,youtube,말해보카,,"서비스가 콩글리시라고? 영어로 제대로 말하는 법 
...더보기",,,,https://www.youtube.com/watch?v=O1u_8W_5x_4,2026-01-18T14:06:01.812074
8,malhae,sns,youtube,말해보카,,"이동 시간에 영어 리스닝 연습하려고 음원 파일을 만들어서 폰에 넣어서 갖고 다니는데 필요하신 분 있으시면 아래 링크에서 다운 받아 사용하세요.
 …
...더보기",,,,https://www.youtube.com/watch?v=eGh-AmQzqOc,2026-01-18T14:06:01.812076
9,malhae,sns,youtube,말해보카,,"24시간 꾸준한 노력이 멋지십니다

#연예인 #노희영 #말해보카 
...더보기",,,,https://www.youtube.com/watch?v=NSXDFrUE6RY,2026-01-18T14:06:01.812077
10,malhae,sns,youtube,말해보카,,"'말해보카' 는 단어 공부하기에 좋은 앱이지만, 예시 문장이 부족한 단점이 있어요.
이 단점을 '스픽' 앱으로 극복할 수 있어요. 두 앱을 똑똑하게 활용하는 방법을 알려드릴게요. 
...더보기",,,,https://www.youtube.com/watch?v=mUs6ozwkYcE,2026-01-18T14:06:01.812078
12,malhae,sns,youtube,말해보카,,"영어? 가볍게 해💜
👉지금 바로 툭, @sayvoca 
...더보기",,,,https://www.youtube.com/watch?v=clT3naeZ6fM,2026-01-18T14:06:01.812080
13,malhae,sns,youtube,말해보카,,"영어, 그냥 말하지마
단어의 힘부터 키우고 말해
단어의 힘이 모여 말이 되는 거야 …
...더보기",,,,https://www.youtube.com/watch?v=GPe3YiyM9ik,2026-01-18T14:06:01.812081
14,malhae,sns,youtube,말해보카,,"안녕하세요! 김까미입니다
오늘은 직접 사용하고 또 완전 애정하는 영어공부 앱들을 가지고 왔습니다
말해보카, 안키, 케이크, 테딕(미디아딕) 찐 사용법과 찐 후기인데요,  …
...더보기",,,,https://www.youtube.com/watch?v=QgoB3MSVUuI,2026-01-18T14:06:01.812082
15,malhae,sns,youtube,말해보카,,"하루 10분을 투자해서 영어를 마스터해보세요!
✅ 쉽게
✅ 재미있게 …
...더보기",,,,https://www.youtube.com/watch?v=jjK6P6ENbcg,2026-01-18T14:06:01.812082
16,malhae,sns,youtube,말해보카,,"#영어공부  #토익 #단어

이 영상은 광고가 아닙니다 …
...더보기",,,,https://www.youtube.com/watch?v=VZfou8OnaC4,2026-01-18T14:06:01.812083
18,malhae,sns,youtube,말해보카,,"여러분도 실력이 늘었나요?
나만 안늘어?
 …
...더보기",,,,https://www.youtube.com/watch?v=97PS95D-fkg,2026-01-18T14:06:01.812085
21,malhae,sns,youtube,말해보카,,"✨🍓insta : @sennyhankang
✨💌 sennyday727@gmail.com 
...더보기",,,,https://www.youtube.com/watch?v=eV4rAP5aN3s,2026-01-18T14:06:01.812088
22,malhae,sns,youtube,말해보카,,"#영어공부  #토익 #단어

이 영상은 광고가 아닙니다 …
...더보기",,,,https://www.youtube.com/watch?v=a7SV4xk7cNc,2026-01-18T14:06:01.812089
23,malhae,sns,youtube,말해보카,,"영어의 비결? 
다.. 짬에서 나오는 거죠.
 …
...더보기",,,,https://www.youtube.com/watch?v=_PU3ZJF8YUw,2026-01-18T14:06:01.812090
24,malhae,sns,youtube,말해보카,,"+추가설명
스픽의 경우에는 23.11 기준 프리미엄 플러스(연 299,000원) 혹은 프리미엄 무제한(연 450,000)으로 결제하셔야 AI튜터를 더 많이 사용할 수 있습니다! 가장 저렴한 멤버쉽으로 결제하면 한달에 AI튜터 사용할 수 있는 횟수가 좀 제한되어 있어요 …
...더보기",,,,https://www.youtube.com/watch?v=5-5oX9e5GLY,2026-01-18T14:06:01.812091
25,malhae,sns,youtube,말해보카,,"반갑습니다. 오늘은 말해보카(‪@sayvoca‬) 와 함께 했습니다.
*다운로드: https://sayvoca.onelink.me/ddjx/d1ds0g2t
 …
...더보기",,,,https://www.youtube.com/watch?v=W-j8AWqebbM,2026-01-18T14:06:01.812092
26,malhae,sns,youtube,말해보카,,"영어, 그냥 말하지마
단어의 힘부터 키우고 말해
단어의 힘이 모여 말이 되는 거야 …
...더보기",,,,https://www.youtube.com/watch?v=0bAnsAz_kxg,2026-01-18T14:06:01.812098
27,malhae,sns,youtube,말해보카,,"안녕하세요 말해 보카입니다💛
오늘은 해외여행 첫 관문!! ✈️
영어를 못해서 입국심사가 두려운 분들께 …
...더보기",,,,https://www.youtube.com/watch?v=40x2wYUMFfU,2026-01-18T14:06:01.812099
28,malhae,sns,youtube,말해보카,,"부담없이 재미있게 영어공부 할 수 있는 방법으로
스픽과 말해보카 앱을 추천드립니다.
영어단어부터 영어 말하기, 영어 문법, 영어 듣기까지 …
...더보기",,,,https://www.youtube.com/watch?v=fhvl3mlMxto,2026-01-18T14:06:01.812100
29,malhae,sns,youtube,말해보카,,"언제 어디서든 부담 없으니까
자연스럽게 스며드는 영어💜
 …
...더보기",,,,https://www.youtube.com/watch?v=vTGlpvrcZbo,2026-01-18T14:06:01.812101
30,malhae,sns,youtube,말해보카,,"🧡 스픽 최대 64% 할인 가져왔어요: https://app.usespeak.com/kr-ko/sale/k...

_________________________________ …
...더보기",,,,https://www.youtube.com/watch?v=oHaw_6DqHNA,2026-01-18T14:06:01.812101
31,malhae,sns,youtube,말해보카 영어,,"영어? 가볍게 해💜
👉지금 바로 툭, @sayvoca 
...더보기",,,,https://www.youtube.com/watch?v=bn3x4RgHmTI,2026-01-18T14:06:05.078825
32,malhae,sns,youtube,말해보카 영어,,"""영어회화는 누구나 가능합니다! 반복 듣기만으로도 충분하고, 문장을 들으며 함께 말해보는 것이 중요해요. 
직접 말해보면 학습 효과가 더욱 커집니다. 이 방법만으로도 영어 왕초보에서 탈출할 수 있습니다. 몬스터영어는 여러분의 영어 학습을 위해 최선을 다하겠습니다.  …
...더보기",,,,https://www.youtube.com/watch?v=Bxd1XRx25KQ,2026-01-18T14:06:05.078834
33,malhae,sns,youtube,말해보카 영어,,"저의 2023년 목표는 영어 회화 연습입니다.

- …
...더보기",,,,https://www.youtube.com/watch?v=_7TIflgvAps,2026-01-18T14:06:05.078836
34,malhae,sns,youtube,말해보카 영어,,"안녕하세요. 오늘은 첫번째 시간(EP. 1_첫출근 지각했을때) 입니다. 
내가 하고 싶은 말 영어로 쉽게 할 수 있게 해드립니다. 
끝까지 시청하시면, 오늘 영상에 나온 말은 그냥 자연스럽게 입에서 나오게 됩니다. …
...더보기",,,,https://www.youtube.com/watch?v=XH9pRa9F9Ug,2026-01-18T14:06:05.078839
35,malhae,sns,youtube,말해보카 영어,,"(알림)
오타 수정합니다. 확인 해주세요.
한글: 너 키토 다이어트 할때, 탄수화물 안먹어야 되는거 아니야? …
...더보기",,,,https://www.youtube.com/watch?v=LlfA9_QTqJE,2026-01-18T14:06:05.078840
36,malhae,sns,youtube,말해보카 영어,,"영어? 가볍게 해💜
👉지금 바로 툭, @sayvoca 
...더보기",,,,https://www.youtube.com/watch?v=BHtAGbpO9ro,2026-01-18T14:06:05.078841
37,malhae,sns,youtube,말해보카 영어,,"오늘은 감정 표현 중, 한국인이 자주 헷갈리는 ‘답답하다’의 영어 표현을 상황별로 소개해드릴게요.
✔ 영어 감정 표현 / 영어 회화 꿀팁 / 감정 영어표현
 …
...더보기",,,,https://www.youtube.com/watch?v=UtZSAjW-p3Y,2026-01-18T14:06:05.078842
38,malhae,sns,youtube,말해보카 영어,,"AI 기반 영어 학습 앱 상위 3가지인 듀오링고(Duolingo), 스픽(Speak), 말해보카를 비교 분석하는 내용을 담고 있습니다. 학습자가 무거운 교재 대신 AI 튜터를 통해 효율적으로 영어 공부를 할 수 있다는 점을 강조합니다. 각 앱은 특화된 기능과 핵심 AI 기술을 중심으로 설명되는데, 듀오링고는 게이미피케이션을 통한 학습 습관 형성을 목표로 하고, 스픽은 고도화된 음성  …
...더보기",,,,https://www.youtube.com/watch?v=my7oniXN_XU,2026-01-18T14:06:05.078843
39,malhae,sns,youtube,말해보카 영어,,"💙스픽 64% 할인 가져왔어요: https://app.usespeak.com/kr-ko/sale/k...

_________________________________ …
...더보기",,,,https://www.youtube.com/watch?v=Te7SvJ2HPlE,2026-01-18T14:06:05.078844
40,malhae,sns,youtube,말해보카 영어,,"영어? 가볍게 해💜
👉지금 바로 툭, @sayvoca 
...더보기",,,,https://www.youtube.com/watch?v=IWWrFuINY7I,2026-01-18T14:06:05.078845
41,malhae,sns,youtube,말해보카 영어,,"말해보카로 1년동안 하루 30분정도 꾸준히 공부해봤습니다. 분명히 좋은 앱이고 잘 만들어져서 영어 학습자에게 아주 유용하게 쓰일 수 있을 것 같아요.
1년 사용 찐 후기 끝까지 봐주시고 참고해 주세요!! …
...더보기",,,,https://www.youtube.com/watch?v=BjA41b6H3Mg,2026-01-18T14:06:05.078846
42,malhae,sns,youtube,malhae,,"베틀(Battle) - 말해! (Tell me!)

------------------------------------------------------------------------------------------------- …
...더보기",,,,https://www.youtube.com/watch?v=HHkt5yKTz9g,2026-01-18T14:06:08.228428
43,malhae,sns,youtube,malhae,,"[MV] K.will(케이윌) - Talk Love(말해! 뭐해?) l 태양의 후예 OST Part.6

[태양의 후예 OST] 의 여섯 번째 주인공은 음원깡패 '케이윌' 이다. '케이윌' 의 ""말해! 뭐해?"" 는 드라마 ""태양의 후예""  …
...더보기",,,,https://www.youtube.com/watch?v=SdHQkkRc-hc,2026-01-18T14:06:08.228437
44,malhae,sns,youtube,malhae,,"K.will - Talk Love | 케이윌 - 말해! 뭐해? (태양의 후예 OST)
------------------------------------------------
Subscribe KBS World Official YouTube:    / kbsworld   …
...더보기",,,,https://www.youtube.com/watch?v=iXQy6sMcRcw,2026-01-18T14:06:08.228439
45,malhae,sns,youtube,malhae,,"Talk Love | K . Will | Descendants Of The Sun | Home of Lyrics 

Lyrics - …
...더보기",,,,https://www.youtube.com/watch?v=8AdDMUtAp3E,2026-01-18T14:06:08.228440
46,malhae,sns,youtube,malhae,,"[MV] Kim NaYoung(김나영) _ Say Goodbye(가슴이 말해) (Uncontrollably Fond(함부로 애틋하게) OST Part. 3)

*English subtitles are now available. :D …
...더보기",,,,https://www.youtube.com/watch?v=_2KjmEzCuSc,2026-01-18T14:06:08.228441
48,malhae,sns,youtube,malhae,,"※ 해당 곡의 저작자 정보가 아래와 같이 변경되었습니다.
▶기존 저작자 정보
 …
...더보기",,,,https://www.youtube.com/watch?v=rK0ziGmkeUE,2026-01-18T14:06:08.228443
49,malhae,sns,youtube,malhae,,"Ha Ha  ~ Don't seriour! 
...더보기",,,,https://www.youtube.com/watch?v=BfFnVALxcG8,2026-01-18T14:06:08.228444
54,malhae,sns,youtube,malhae,,"오늘의 표현: 천천히 말해 주세요 (Cheoncheonhi malhae juseyo) 🗣️  
Means “Please speak slowly.”  
Essential survival Korean phrase for learners!   …
...더보기",,,,https://www.youtube.com/watch?v=s32ULjkgxK0,2026-01-18T14:06:08.228448
59,malhae,sns,youtube,malhae,,"DAY6(데이식스) ""어떻게 말해(How Can I Say)"" M/V

Listen to DAY6 ""Every DAY6 March"" on iTunes & Apple Music: …
...더보기",,,,https://www.youtube.com/watch?v=dwywhL1PenQ,2026-01-18T14:06:08.228452
61,malhae,sns,youtube,malhae,,"第19回朝日杯将棋オープン戦は全現役棋士、アマチュア10人、女流棋士3人が優勝を争うトーナメント戦。本戦出場16人のうち8人が、名古屋で戦います。
 …
...더보기",,,,https://www.youtube.com/watch?v=jhXYdi2HJvw,2026-01-18T14:06:08.228454
62,malhae,sns,youtube,malhae,,"MBC RADIO 정치인싸 260118 방송 
 …
...더보기",,,,https://www.youtube.com/watch?v=hKrl20IAhoQ,2026-01-18T14:06:08.228455
63,malhae,sns,youtube,malhae,,"쿠팡플레이에서 스포츠 패스에 가입하고
25-26 프리미어리그 포함
쿠플의 모든 스포츠 콘텐츠를 무제한으로 만나보세요! …
...더보기",,,,https://www.youtube.com/watch?v=WpocQoDPSv8,2026-01-18T14:06:08.228455
64,malhae,sns,youtube,malhae,,"#놀면뭐하니 #놀뭐 #유재석 #하하 #주우재 #정준하 #허경환

★★★More 'Hangout with Yoo' clips are available★★★ …
...더보기",,,,https://www.youtube.com/watch?v=DXBYABSCDvw,2026-01-18T14:06:08.228456
65,malhae,sns,youtube,malhae,,"ถ่ายทอดสด เรื่องเล่าเสาร์-อาทิตย์ วันที่ 18 มกราคม 2569
 …
...더보기",,,,https://www.youtube.com/watch?v=KBCDsTh9DHU,2026-01-18T14:06:08.228457
66,malhae,sns,youtube,malhae,,"[오늘부터 인간입니다만]은 금토 밤 9시50분 SBS에서 방영합니다. 
이 영상엔 유료광고가 포함되어 있습니다.
#오늘부터인간입니다만 #김혜윤 #SBS금토밤9시50분 
...더보기",,,,https://www.youtube.com/watch?v=e-hkwhlGh8E,2026-01-18T14:06:08.228458
67,malhae,sns,youtube,malhae,,"生放送のMカで、トラブルの中 頑張って歌うBattle。
すごく記憶に残っているステージです。 
...더보기",,,,https://www.youtube.com/watch?v=a4r_SjUl3EQ,2026-01-18T14:06:08.228459
68,malhae,sns,youtube,malhae,,"🎬다시보기 날짜: 2025년 1월 10일

📍타임라인 …
...더보기",,,,https://www.youtube.com/watch?v=0fZBnOxa1fQ,2026-01-18T14:06:08.228460
69,malhae,sns,youtube,malhae,,"공식홈페이지  http://www.imbc.com/broad/tv/ent/musi...
방송시간  SAT, 16:15
Battle - Tell Me, Show! MusicCore(쇼! 음악중심), EP78, 2007/06/16, MBC TV, South Korea 
...더보기",,,,https://www.youtube.com/watch?v=-GQ6G_4zSVc,2026-01-18T14:06:08.228460
70,malhae,sns,youtube,malhae,,"가만히 두면 손해인 지원금 148만원 유남생이 챙겨줄게..!
놓치면 안 되는 혜택 확인 💙 https://ajd.kr/bZgSz
 …
...더보기",,,,https://www.youtube.com/watch?v=1RWqCaGics4,2026-01-18T14:06:08.228461
